zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
81325,37.89605,-108.72011,Egnar,CO,Colorado,True,,140.0,0.1,8033,Dolores,"{""08033"": 51.12, ""08113"": 48.88}",Dolores|San Miguel,08033|08113,False,False,America/Denver,"(37.89605, -108.72011)",12.29882084987877,2331.0,2067_0_no,38.01210553657236,-108.54894138536594,20.0
81423,38.03835,-108.45816,Norwood,CO,Colorado,True,,1782.0,1.2,8113,San Miguel,"{""08113"": 89.97, ""08085"": 10.03}",San Miguel|Montrose,08113|08085,False,False,America/Denver,"(38.03835, -108.45816)",5.263245551704645,2331.0,2067_0_no,38.01210553657236,-108.54894138536594,20.0
81431,38.13808,-108.51429,Redvale,CO,Colorado,True,,409.0,1.2,8113,San Miguel,"{""08113"": 65.09, ""08085"": 34.91}",San Miguel|Montrose,08113|08085,False,False,America/Denver,"(38.13808, -108.51429)",8.905719966123504,2331.0,2067_0_no,38.01210553657236,-108.54894138536594,20.0
