Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop
NO,29.25162913059575,-82.27441945838795,29.542013468813348,28.961232170726575,-81.9432863498432,-82.6055525669327,754,0,"(29.25162913059575, -82.27441945838795)",308208.0
NO,29.253269380692355,-82.93669095748916,29.54365364739755,28.96287249189696,-82.60555256675558,-83.26782934822275,755,0,"(29.253269380692355, -82.93669095748916)",15176.0
NO,29.269677911814544,-89.55998729464103,29.5600614629966,28.97928173415659,-89.2287960383877,-89.89117855089437,765,0,"(29.269677911814544, -89.55998729464103)",2849.0
NO,29.271319368179405,-90.2223750978887,29.56170284776923,28.980923261675184,-89.89117855071689,-90.55357164506052,766,0,"(29.271319368179405, -90.2223750978887)",16897.0
NO,29.272960934269687,-90.88477348376779,29.563344342260013,28.982564898926476,-90.553571644883,-91.21597532265258,767,0,"(29.272960934269687, -90.88477348376779)",32553.0
NO,29.281170410979907,-94.19692420826719,29.571553460863825,28.990774731550868,-93.86569589889427,-94.52815251764011,772,0,"(29.281170410979907, -94.19692420826719)",0.0
NO,29.28281263564925,-94.85938612331866,29.573195613890096,28.99241702742487,-94.5281525174624,-95.19061972917491,773,0,"(29.28281263564925, -94.85938612331866)",205823.0
NO,29.284454970119548,-95.52185863213235,29.574837876710053,28.994059433107115,-95.19061972899718,-95.85309753526752,774,0,"(29.284454970119548, -95.52185863213235)",385242.0
NO,29.286097414401603,-96.1843417362996,29.576480249334498,28.995701948608392,-95.85309753508976,-96.51558593750944,775,0,"(29.286097414401603, -96.1843417362996)",49751.0
NO,29.287739968506216,-96.84683543741207,29.57812273177423,28.997344573939504,-96.51558593733165,-97.17808493749249,776,0,"(29.287739968506216, -96.84683543741207)",28145.0
NO,29.28938263244418,-97.5093397370617,29.579765324040054,28.99898730911125,-97.17808493731465,-97.84059453680874,777,0,"(29.28938263244418, -97.5093397370617)",29897.0
NO,29.291025406226293,-98.17185463684075,29.58140802614276,29.000630154134438,-97.84059453663087,-98.50311473705062,778,0,"(29.291025406226293, -98.17185463684075)",569254.0
NO,29.292668289863382,-98.8343801383418,29.583050838093154,29.002273109019868,-98.50311473687273,-99.16564553981087,779,0,"(29.292668289863382, -98.8343801383418)",688667.0
NO,29.294311283366234,-99.49691624315773,29.584693759902056,29.003916173778347,-99.16564553963295,-99.82818694668251,780,0,"(29.294311283366234, -99.49691624315773)",3749.0
NO,29.295954386745663,-100.15946295288171,29.58633679158026,29.0055593484207,-99.82818694650454,-100.49073895925888,781,0,"(29.295954386745663, -100.15946295288171)",26607.0
NO,29.29759760001248,-100.82202026910723,29.587979933138577,29.007202632957714,-100.49073895908087,-101.15330157913358,782,0,"(29.29759760001248, -100.82202026910723)",713.0
NO,29.304171552169915,-103.47235563090534,29.59455359838929,29.01377687026882,-103.14105309831089,-103.80365816349979,786,0,"(29.304171552169915, -103.47235563090534)",878.0
NO,29.3058153150359,-104.13496600355171,29.596197289510407,29.01542070444144,-103.80365816332164,-104.46627384378178,787,0,"(29.3058153150359, -104.13496600355171)",23.0
NO,29.82820227910853,-81.3653289549583,30.11856132888867,29.53783045607494,-81.03231176351457,-81.69834614640203,842,0,"(29.82820227910853, -81.3653289549583)",201570.0
NO,29.829881272242943,-82.0313689047842,30.120240247946175,29.539509522852402,-81.69834614621324,-82.36439166335516,843,0,"(29.829881272242943, -82.0313689047842)",191149.0
NO,29.83156037883364,-82.69741998971287,30.121919280452452,29.54118870309367,-82.36439166316634,-83.0304483162594,844,0,"(29.83156037883364, -82.69741998971287)",130461.0
NO,29.833239598892025,-83.36348221144111,30.123598426418894,29.542867996810152,-83.03044831607053,-83.69651610681169,845,0,"(29.833239598892025, -83.36348221144111)",26798.0
NO,29.836598379457474,-84.69564007208527,30.12695705877794,29.546226924714386,-84.36259503652043,-85.0286851076501,847,0,"(29.836598379457474, -84.69564007208527)",7516.0
NO,29.838277939987353,-85.3617357143965,30.12863654519334,29.54790655892494,-85.02868510746113,-85.69478632133188,848,0,"(29.838277939987353, -85.3617357143965)",22550.0
NO,29.85003804270853,-90.02471732623945,30.140396128902736,29.559667177621797,-89.69162769592447,-90.35780695655444,855,0,"(29.85003804270853, -90.02471732623945)",901876.0
NO,29.851718511664583,-90.6909021648487,30.14207652368417,29.561347720318793,-90.3578069563652,-91.0239973733322,856,0,"(29.851718511664583, -90.6909021648487)",186319.0
NO,29.8533990942253,-91.35709816064542,30.143757032062755,29.56302837662799,-91.0239973731429,-91.69019894814794,857,0,"(29.8533990942253, -91.35709816064542)",74458.0
NO,29.855079790402105,-92.0233053153308,30.145437654049907,29.564709146560823,-91.69019894795862,-92.35641168270298,858,0,"(29.855079790402105, -92.0233053153308)",109402.0
NO,29.856760600206435,-92.68952363060633,30.14711838965706,29.566390030128705,-92.35641168251364,-93.02263557869902,859,0,"(29.856760600206435, -92.68952363060633)",18384.0
NO,29.85844152364972,-93.35575310817386,30.148799238895638,29.568071027343088,-93.02263557850964,-93.68887063783808,860,0,"(29.85844152364972, -93.35575310817386)",81552.0
NO,29.86012256074339,-94.02199374973554,30.150480201777075,29.56975213821539,-93.68887063764865,-94.35511686182244,861,0,"(29.86012256074339, -94.02199374973554)",260498.0
NO,29.86180371149889,-94.6882455569939,30.152161278312818,29.57143336275706,-94.35511686163298,-95.02137425235483,862,0,"(29.86180371149889, -94.6882455569939)",152754.0
NO,29.863484975927648,-95.35450853165179,30.153842468514306,29.57311470097954,-95.02137425216533,-95.68764281113825,863,0,"(29.863484975927648, -95.35450853165179)",3853102.0
NO,29.86516635404111,-96.02078267541236,30.15552377239296,29.57479615289425,-95.6876428109487,-96.35392253987602,864,0,"(29.86516635404111, -96.02078267541236)",563115.0
NO,29.866847845850707,-96.68706798997916,30.157205189960223,29.57647771851265,-96.35392253968645,-97.02021344027186,865,0,"(29.866847845850707, -96.68706798997916)",36242.0
NO,29.86852945136788,-97.353364477056,30.158886721227546,29.578159397846168,-97.02021344008226,-97.68651551402975,866,0,"(29.86852945136788, -97.353364477056)",91353.0
NO,29.870211170604087,-98.0196721383471,30.160568366206356,29.57984119090626,-97.68651551384012,-98.35282876285409,867,0,"(29.870211170604087, -98.0196721383471)",348662.0
NO,29.871893003570772,-98.68599097555698,30.162250124908127,29.58152309770437,-98.35282876266442,-99.01915318844954,868,0,"(29.871893003570772, -98.68599097555698)",192842.0
NO,29.873574950279373,-99.35232099039048,30.16393199734428,29.583205118251954,-99.01915318825984,-99.68548879252113,869,0,"(29.873574950279373, -99.35232099039048)",64940.0
NO,29.875257010741347,-100.01866218455281,30.165613983526278,29.584887252560446,-99.68548879233138,-100.35183557677423,870,0,"(29.875257010741347, -100.01866218455281)",5195.0
NO,29.876939184968148,-100.68501455974949,30.167296083465573,29.586569500641314,-100.35183557658445,-101.01819354291453,871,0,"(29.876939184968148, -100.68501455974949)",47993.0
NO,29.878621472971233,-101.3513781176864,30.168978297173606,29.588251862506013,-101.01819354272472,-101.68456269264807,872,0,"(29.878621472971233, -101.3513781176864)",243.0
NO,29.883669019752734,-103.35053590500218,30.17402562102479,29.59329963091766,-103.0173345495308,-103.68373726047355,875,0,"(29.883669019752734, -103.35053590500218)",7956.0
NO,29.885351762975528,-104.01694421096538,30.175708289922394,29.59498244803226,-103.6837372602836,-104.35015116164715,876,0,"(29.885351762975528, -104.01694421096538)",0.0
NO,29.887034620031898,-104.68336370820317,30.177391072646053,29.596665378987996,-104.35015116145715,-105.0165762549492,877,0,"(29.887034620031898, -104.68336370820317)",0.0
NO,30.406335639748146,-81.11120114121594,30.69666903601552,30.115989323462788,-80.77623886898388,-81.446163413448,930,0,"(30.406335639748146, -81.11120114121594)",64252.0
NO,30.408053923085504,-81.78113155129827,30.698387242675132,30.11770768304958,-81.44616341324677,-82.11609968934978,931,0,"(30.408053923085504, -81.78113155129827)",874390.0
NO,30.409772323874023,-82.45107369392723,30.70010556677812,30.11942616009533,-82.11609968914851,-82.78604769870594,932,0,"(30.409772323874023, -82.45107369392723)",34174.0
NO,30.41149084212579,-83.1210275709185,30.701824008336587,30.12114475461212,-82.78604769850463,-83.45600744333237,933,0,"(30.41149084212579, -83.1210275709185)",58062.0
NO,30.413209477852885,-83.79099318408815,30.703542567362614,30.122863466612028,-83.45600744313101,-84.12597892504529,934,0,"(30.413209477852885, -83.79099318408815)",33405.0
NO,30.414928231067393,-84.46097053525261,30.705261243868268,30.12458229610714,-84.1259789248439,-84.79596214566132,935,0,"(30.414928231067393, -84.46097053525261)",313742.0
NO,30.416647101781404,-85.13095962622867,30.70698003786566,30.126301243109545,-84.7959621454599,-85.46595710699745,936,0,"(30.416647101781404, -85.13095962622867)",39948.0
NO,30.418366090006998,-85.8009604588335,30.708698949366855,30.12802030763134,-85.46595710679598,-86.13596381087102,937,0,"(30.418366090006998, -85.8009604588335)",135756.0
NO,30.420085195756286,-86.47097303488461,30.710417978383955,30.12973948968461,-86.13596381066951,-86.80598225909971,938,0,"(30.420085195756286, -86.47097303488461)",170792.0
NO,30.42180441904134,-87.1409973561999,30.712137124929058,30.131458789281453,-86.80598225889817,-87.47601245350164,939,0,"(30.42180441904134, -87.1409973561999)",450786.0
NO,30.423523759874264,-87.81103342459762,30.71385638901425,30.13317820643397,-87.47601245330006,-88.14605439589519,940,0,"(30.423523759874264, -87.81103342459762)",169949.0
NO,30.42524321826716,-88.4810812418964,30.71557577065163,30.134897741154244,-88.14605439569358,-88.81610808809923,941,0,"(30.42524321826716, -88.4810812418964)",239217.0
NO,30.42696279423213,-89.15114080991522,30.71729526985331,30.13661739345438,-88.81610808789756,-89.48617353193288,942,0,"(30.42696279423213, -89.15114080991522)",239431.0
NO,30.428682487781277,-89.82121213047344,30.719014886631374,30.138337163346517,-89.48617353173118,-90.1562507292157,943,0,"(30.428682487781277, -89.82121213047344)",281196.0
NO,30.430402298926705,-90.49129520539077,30.720734620997945,30.140057050842717,-90.15625072901396,-90.82633968176758,944,0,"(30.430402298926705, -90.49129520539077)",160774.0
NO,30.43212222768052,-91.1613900364873,30.722454472965122,30.14177705595511,-90.8263396815658,-91.49644039140881,945,0,"(30.43212222768052, -91.1613900364873)",633912.0
NO,30.433842274054825,-91.8314966255835,30.724174442545,30.143497178695792,-91.49644039120699,-92.16655285996,946,0,"(30.433842274054825, -91.8314966255835)",185190.0
NO,30.43556243806173,-92.50161497450017,30.725894529749695,30.145217419076882,-92.16655285975816,-92.83667708924219,947,0,"(30.43556243806173, -92.50161497450017)",92538.0
NO,30.437282719713373,-93.1717450850585,30.727614734591338,30.146937777110498,-92.8366770890403,-93.50681308107671,948,0,"(30.437282719713373, -93.1717450850585)",139320.0
NO,30.439003119021844,-93.84188695908006,30.729335057082025,30.14865825280877,-93.50681308087479,-94.17696083728532,949,0,"(30.439003119021844, -93.84188695908006)",63306.0
NO,30.440723635999273,-94.51204059838675,30.73105549723389,30.15037884618378,-94.17696083708337,-94.84712035969012,950,0,"(30.440723635999273, -94.51204059838675)",19073.0
NO,30.442444270657763,-95.18220600480086,30.73277605505902,30.15209955724768,-94.84712035948813,-95.51729165011359,951,0,"(30.442444270657763, -95.18220600480086)",220349.0
NO,30.444165023009436,-95.85238318014504,30.734496730569557,30.15382038601257,-95.51729164991154,-96.18747471037854,952,0,"(30.444165023009436, -95.85238318014504)",100002.0
NO,30.445885893066436,-96.52257212624231,30.736217523777626,30.155541332490575,-96.18747471017645,-96.85766954230817,953,0,"(30.445885893066436, -96.52257212624231)",264647.0
NO,30.447606880840873,-97.19277284491606,30.737938434695337,30.15726239669383,-96.85766954210605,-97.52787614772608,954,0,"(30.447606880840873, -97.19277284491606)",68803.0
NO,30.449327986344876,-97.86298533799005,30.739659463334817,30.158983578634462,-97.52787614752391,-98.1980945284562,955,0,"(30.449327986344876, -97.86298533799005)",1503104.0
NO,30.45104920959058,-98.5332096072884,30.741380609708223,30.160704878324605,-98.19809452825399,-98.86832468632281,956,0,"(30.45104920959058, -98.5332096072884)",27977.0
NO,30.45277055059011,-99.2034456546356,30.74310187382766,30.16242629577638,-98.86832468612059,-99.53856662315061,957,0,"(30.45277055059011, -99.2034456546356)",7251.0
NO,30.45449200935561,-99.8736934818565,30.744823255705263,30.164147831001934,-99.53856662294835,-100.20882034076466,958,0,"(30.45449200935561, -99.8736934818565)",3774.0
NO,30.456213585899214,-100.54395309077634,30.74654475535318,30.16586948401342,-100.20882034056235,-100.87908584099033,959,0,"(30.456213585899214, -100.54395309077634)",3824.0
NO,30.457935280233066,-101.21422448322069,30.748266372783547,30.167591254822945,-100.87908584078798,-101.5493631256534,960,0,"(30.457935280233066, -101.21422448322069)",3206.0
NO,30.45965709236928,-101.88450766101553,30.749988108008495,30.169313143442672,-101.54936312545102,-102.21965219658004,961,0,"(30.45965709236928, -101.88450766101553)",278.0
NO,30.46137902232002,-102.55480262598718,30.75170996104016,30.171035149884716,-102.21965219637762,-102.88995305559673,962,0,"(30.46137902232002, -102.55480262598718)",0.0
NO,30.46482323571364,-103.89542792476806,30.755154020572252,30.174479516284418,-103.56026570432789,-104.23059014520823,964,0,"(30.46482323571364, -103.89542792476806)",2044.0
NO,30.466545519180823,-104.56575826223178,30.756876227096964,30.176201876266347,-104.23059014500569,-104.90092637945787,965,0,"(30.466545519180823, -104.56575826223178)",175.0
NO,30.98614548290744,-81.52352994990191,31.276452863451894,30.69582504049116,-81.18655933722384,-81.86050056257999,1019,0,"(30.98614548290744, -81.52352994990191)",106902.0
NO,30.987903631229482,-82.1974773541258,31.278210932459345,30.69758326770586,-81.86050056236547,-82.53445414588612,1020,0,"(30.987903631229482, -82.1974773541258)",54032.0
NO,30.98966190115207,-82.8714371174856,31.279969123059278,30.699341616529146,-82.53445414567156,-83.20842008929964,1021,0,"(30.98966190115207, -82.8714371174856)",21585.0
NO,30.991420292687998,-83.54540924192445,31.281727435264543,30.70110008697384,-83.20842008908504,-83.88239839476385,1022,0,"(30.991420292687998, -83.54540924192445)",129496.0
NO,30.993178805850086,-84.21939372938586,31.28348586908791,30.702858679052756,-83.88239839454921,-84.5563890642225,1023,0,"(30.993178805850086, -84.21939372938586)",72856.0
NO,30.99493744065115,-84.89339058181376,31.28524442454221,30.704617392778697,-84.55638906400782,-85.2303920996197,1024,0,"(30.99493744065115, -84.89339058181376)",42527.0
NO,30.996696197103994,-85.56739980115248,31.287003101640263,30.706376228164487,-85.23039209940498,-85.90440750289997,1025,0,"(30.996696197103994, -85.56739980115248)",108826.0
NO,30.998455075221433,-86.24142138934674,31.288761900394864,30.708135185222943,-85.90440750268522,-86.57843527600826,1026,0,"(30.998455075221433, -86.24142138934674)",46014.0
NO,31.000214075016295,-86.91545534834167,31.290520820818838,30.70989426396687,-86.57843527579347,-87.25247542088987,1027,0,"(31.000214075016295, -86.91545534834167)",58137.0
NO,31.001973196501385,-87.58950168008278,31.29227986292501,30.7116534644091,-87.25247542067503,-87.92652793949053,1028,0,"(31.001973196501385, -87.58950168008278)",54598.0
NO,31.00373243968954,-88.263560386516,31.294039026726185,30.713412786562454,-87.92652793927564,-88.60059283375637,1029,0,"(31.00373243968954, -88.263560386516)",119832.0
NO,31.005491804593582,-88.93763146958766,31.295798312235213,30.715172230439766,-88.60059283354143,-89.27467010563389,1030,0,"(31.005491804593582, -88.93763146958766)",18451.0
NO,31.00725129122634,-89.61171493124448,31.297557719464898,30.71693179605385,-89.27467010541892,-89.94875975707004,1031,0,"(31.00725129122634, -89.61171493124448)",60510.0
NO,31.009010899600632,-90.28581077343358,31.299317248428096,30.718691483417544,-89.94875975685503,-90.62286179001214,1032,0,"(31.009010899600632, -90.28581077343358)",79329.0
NO,31.010770629729315,-90.9599189981025,31.301076899137616,30.72045129254369,-90.62286178979708,-91.2969762064079,1033,0,"(31.010770629729315, -90.9599189981025)",36501.0
NO,31.012530481625202,-91.63403960719914,31.3028366716063,30.722211223445118,-91.29697620619281,-91.97110300820547,1034,0,"(31.012530481625202, -91.63403960719914)",28381.0
NO,31.014290455301136,-92.30817260267186,31.30459656584698,30.72397127613467,-91.97110300799034,-92.64524219735338,1035,0,"(31.014290455301136, -92.30817260267186)",67385.0
NO,31.016050550769965,-92.98231798646937,31.306356581872496,30.725731450625165,-92.6452421971382,-93.31939377580053,1036,0,"(31.016050550769965, -92.98231798646937)",45611.0
NO,31.017810768044527,-93.6564757605408,31.3081167196957,30.72749174692947,-93.31939377558531,-93.99355774549629,1037,0,"(31.017810768044527, -93.6564757605408)",11332.0
NO,31.01957110713765,-94.33064592683569,31.309876979329417,30.72925216506043,-93.99355774528102,-94.66773410839035,1038,0,"(31.01957110713765, -94.33064592683569)",44535.0
NO,31.021331568062198,-95.00482848730395,31.31163736078652,30.731012705030867,-94.66773410817504,-95.34192286643287,1039,0,"(31.021331568062198, -95.00482848730395)",35382.0
NO,31.02309215083101,-95.67902344389593,31.31339786407981,30.73277336685365,-95.34192286621752,-96.01612402157434,1040,0,"(31.02309215083101, -95.67902344389593)",56300.0
NO,31.024852855456945,-96.35323079856236,31.315158489222163,30.734534150541617,-96.01612402135896,-96.69033757576577,1041,0,"(31.024852855456945, -96.35323079856236)",35466.0
NO,31.026613681952846,-97.02745055325438,31.316919236226447,30.73629505610764,-96.69033757555033,-97.36456353095843,1042,0,"(31.026613681952846, -97.02745055325438)",42301.0
NO,31.02837463033157,-97.70168270992352,31.3186801051055,30.738056083564558,-97.36456353074296,-98.03880188910408,1043,0,"(31.02837463033157, -97.70168270992352)",328718.0
NO,31.030135700605978,-98.37592727052173,31.32044109587217,30.739817232925233,-98.03880188888857,-98.71305265215489,1044,0,"(31.030135700605978, -98.37592727052173)",31067.0
NO,31.031896892788932,-99.05018423700133,31.32220220853933,30.74157850420254,-98.71305265193932,-99.38731582206334,1045,0,"(31.031896892788932, -99.05018423700133)",6480.0
NO,31.033658206893282,-99.72445361131508,31.32396344311984,30.743339897409328,-99.38731582184774,-100.06159140078243,1046,0,"(31.033658206893282, -99.72445361131508)",4236.0
NO,31.035419642931902,-100.39873539541614,31.325724799626546,30.745101412558455,-100.0615914005668,-100.73587939026548,1047,0,"(31.035419642931902, -100.39873539541614)",41612.0
NO,31.037181200917658,-101.07302959125803,31.32748627807233,30.746863049662803,-100.7358793900498,-101.41017979246627,1048,0,"(31.037181200917658, -101.07302959125803)",1507.0
NO,31.038942880863416,-101.74733620079472,31.329247878470063,30.74862480873523,-101.41017979225055,-102.0844926093389,1049,0,"(31.038942880863416, -101.74733620079472)",5303.0
