Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop
NO,25.19487509608927,-80.59445109552948,25.485428152469325,24.9043106270667,-80.27510661909275,-80.9137955719662,115,0,"(25.19487509608927, -80.59445109552948)",30188.0
NO,25.773458934617057,-80.38198891285514,26.06398898376975,25.482917285631277,-80.06111212485759,-80.70286570085268,207,0,"(25.773458934617057, -80.38198891285514)",3006600.0
NO,25.774873981522486,-81.0237462944484,26.065403973951913,25.484332388808003,-80.70286570073279,-81.34462688816402,208,0,"(25.774873981522486, -81.0237462944484)",110.0
NO,25.776289117315923,-81.66551128800252,26.066819053016328,25.485747580878495,-81.34462688804409,-81.98639568796095,209,0,"(25.776289117315923, -81.66551128800252)",59992.0
NO,25.810279062671967,-97.07015745322663,26.100807635145813,25.519738878613886,-96.74918154577945,-97.3911333606738,233,0,"(25.810279062671967, -97.07015745322663)",89629.0
NO,25.81169642315529,-97.71211308739151,26.10222493875589,25.521156295518495,-97.3911333605534,-98.03309281422963,234,0,"(25.81169642315529, -97.71211308739151)",72658.0
NO,26.3519724723692,-80.16291767002787,26.642479149697685,26.06145401282938,-79.84046100470617,-80.48537433534956,298,0,"(26.3519724723692, -80.16291767002787)",2017287.0
NO,26.353424033862133,-80.8078350255677,26.64393065209379,26.062905632967613,-80.48537433522151,-81.13029571591389,299,0,"(26.353424033862133, -80.8078350255677)",27935.0
NO,26.354875687419977,-81.45276043171897,26.645382246548806,26.06435734517676,-81.13029571578582,-81.77522514765212,300,0,"(26.354875687419977, -81.45276043171897)",278007.0
NO,26.356327433050826,-82.09769388960672,26.646833933070827,26.06580914946492,-81.77522514752404,-82.4201626316894,301,0,"(26.356327433050826, -82.09769388960672)",267141.0
NO,26.389743013345996,-96.9333882908002,26.680248152205106,26.099226080536596,-96.61082679178476,-97.25594978981563,324,0,"(26.389743013345996, -96.9333882908002)",2798.0
NO,26.39119697116054,-97.57851532838298,26.6817020507666,26.10068009715272,-97.25594978968704,-97.90108086707892,325,0,"(26.39119697116054, -97.57851532838298)",125321.0
NO,26.39265102125085,-98.22365044589175,26.683156041597837,26.10213420605062,-97.9010808669503,-98.5462200248332,326,0,"(26.39265102125085, -98.22365044589175)",743550.0
NO,26.394105163625042,-98.86879364445666,26.68461012470695,26.103588407238433,-98.54622002470457,-99.19136726420875,327,0,"(26.394105163625042, -98.86879364445666)",62916.0
NO,26.930414114610656,-79.937094885369,27.220897065275718,26.639919204240773,-79.6130097592202,-80.26118001151781,389,0,"(26.930414114610656, -79.937094885369)",420636.0
NO,26.9319025444221,-80.58526939168034,27.222385433581287,26.64140769510772,-80.26118001138113,-80.90935877197956,390,0,"(26.9319025444221, -80.58526939168034)",92176.0
NO,26.93339106957529,-81.23345240689514,27.22387389722234,26.642896281322653,-80.90935877184285,-81.55754604194743,391,0,"(26.93339106957529, -81.23345240689514)",31934.0
NO,26.934879690078784,-81.88164393221885,27.225362456207456,26.644384962894144,-81.55754604181071,-82.20574182262699,392,0,"(26.934879690078784, -81.88164393221885)",334399.0
NO,26.936368405941153,-82.52984396885711,27.22685111054521,26.645873739830748,-82.20574182249024,-82.85394611522398,393,0,"(26.936368405941153, -82.52984396885711)",179916.0
NO,26.972126216595164,-98.0892013809869,27.262607442733053,26.681633018143057,-97.76499691046878,-98.41340585150503,417,0,"(26.972126216595164, -98.0892013809869)",7933.0
NO,26.973617319217194,-98.7376145929513,27.264098483674125,26.683124181995773,-98.41340585136768,-99.06182333453492,418,0,"(26.973617319217194, -98.7376145929513)",5273.0
NO,26.975108517421273,-99.38603634765232,27.265589620190973,26.6846154414368,-99.06182333439756,-99.71024936090708,419,0,"(26.975108517421273, -99.38603634765232)",13894.0
NO,27.51030792306587,-80.35590295603237,27.800766738179156,27.21983697526083,-80.03013523110309,-80.68167068096164,481,0,"(27.51030792306587, -80.35590295603237)",438747.0
NO,27.511833686424136,-81.00744289993477,27.802292437581524,27.22136280212645,-80.68167068081574,-81.3332151190538,482,0,"(27.511833686424136, -81.00744289993477)",21842.0
NO,27.51335954851499,-81.65899183286231,27.803818235709986,27.222888727731153,-81.33321511890789,-81.98476854681674,483,0,"(27.51335954851499, -81.65899183286231)",132025.0
NO,27.514885509347504,-82.31054975610638,27.805344132573616,27.22441475208401,-81.9847685466708,-82.63633096554197,484,0,"(27.514885509347504, -82.31054975610638)",641634.0
NO,27.51641156893074,-82.96211667095861,27.806870128181483,27.225940875194095,-82.636330965396,-83.28790237652122,485,0,"(27.51641156893074, -82.96211667095861)",50061.0
NO,27.550009882064895,-97.2988662917986,27.84046703221341,27.259540587564334,-96.97298150779804,-97.62475107579917,507,0,"(27.550009882064895, -97.2988662917986)",298628.0
NO,27.551538215420532,-97.95064037066766,27.84199530144416,27.26106898459647,-97.62475107565263,-98.27652966568269,508,0,"(27.551538215420532, -97.95064037066766)",68565.0
NO,27.553066647744917,-98.60242347221431,27.843523669637158,27.26259748060387,-98.27652966553612,-98.92831727889251,509,0,"(27.553066647744917, -98.60242347221431)",8805.0
NO,27.55459517904716,-99.25421559773606,27.845052136801492,27.264126075595634,-98.92831727874591,-99.58011391672622,510,0,"(27.55459517904716, -99.25421559773606)",206219.0
NO,27.55612380933636,-99.90601674853063,27.84658070294627,27.26565476958087,-99.58011391657959,-100.23191958048167,511,0,"(27.55612380933636, -99.90601674853063)",0.0
NO,28.090201952158797,-80.774581438359,28.380636291859197,27.79975531180797,-80.44707986336327,-81.10208301335472,572,0,"(28.090201952158797, -80.774581438359)",402950.0
NO,28.09176543575129,-81.42958933325836,28.38219970901188,27.801318861394307,-81.10208301319905,-81.75709565331768,573,0,"(28.09176543575129, -81.42958933325836)",627998.0
NO,28.093329021578544,-82.08460671897636,28.383763228392567,27.80288251322214,-81.75709565316197,-82.41211778479075,574,0,"(28.093329021578544, -82.08460671897636)",918261.0
NO,28.094892709650154,-82.73963359689611,28.385326850010873,27.804446267301092,-82.41211778463503,-83.0671494091572,575,0,"(28.094892709650154, -82.73963359689611)",1553532.0
NO,28.12775379461419,-96.49739318403444,28.418186537896766,27.837308739979772,-96.16977753640124,-96.82500883166763,596,0,"(28.12775379461419, -96.49739318403444)",0.0
NO,28.129319734492938,-97.15262924083927,28.4197524111737,27.83887474601454,-96.82500883151131,-97.48024965016724,597,0,"(28.129319734492938, -97.15262924083927)",75245.0
NO,28.130885776837196,-97.8078748217282,28.421318386909395,27.84044085452159,-97.48024965001089,-98.13549999344552,598,0,"(28.130885776837196, -97.8078748217282)",37146.0
NO,28.13245192165661,-98.4631299280905,28.422884465113466,27.84200706551055,-98.13549999328914,-98.79075986289185,599,0,"(28.13245192165661, -98.4631299280905)",7285.0
NO,28.134018168960807,-99.11839456131567,28.42445064579558,27.843573378991078,-98.79075986273544,-99.4460292598959,600,0,"(28.134018168960807, -99.11839456131567)",7621.0
NO,28.135584518759423,-99.7736687227935,28.426016928965346,27.845139794972784,-99.44602925973946,-100.10130818584754,601,0,"(28.135584518759423, -99.7736687227935)",80.0
NO,28.66849427137527,-80.53471112164415,28.95890387482575,28.378072204854735,-80.20542826509087,-80.86399397819743,662,0,"(28.66849427137527, -80.53471112164415)",90862.0
NO,28.67009577001964,-81.19328184112887,28.96050530452052,28.379673772006008,-80.8639939780314,-81.52256970422633,663,0,"(28.67009577001964, -81.19328184112887)",1527197.0
NO,28.671697374507772,-81.85186257444221,28.96210684005206,28.381275445008047,-81.52256970406027,-82.18115544482414,664,0,"(28.671697374507772, -81.85186257444221)",577817.0
NO,28.67329908484984,-82.51045332306492,28.96370848143054,28.382877223871034,-82.18115544465807,-82.83975120147177,665,0,"(28.67329908484984, -82.51045332306492)",307806.0
NO,28.705355536680862,-95.68437379328385,28.995763552519563,28.41493504759258,-95.35497559867218,-96.01377198789552,685,0,"(28.705355536680862, -95.68437379328385)",39139.0
NO,28.706959472305766,-96.34317520594685,28.997367419033807,28.416539051885685,-96.01377198772883,-96.67257842416487,686,0,"(28.706959472305766, -96.34317520594685)",30296.0
NO,28.708563514008578,-97.00198666656603,28.998971391618948,28.41814316226371,-96.67257842399815,-97.3313949091339,687,0,"(28.708563514008578, -97.00198666656603)",93195.0
NO,28.71016766179949,-97.66080817662855,29.000575470285174,28.419747378736858,-97.33139490896714,-97.99022144428996,688,0,"(28.71016766179949, -97.66080817662855)",17077.0
NO,28.71177191568869,-98.31963973762187,29.00217965504267,28.421351701315327,-97.99022144412315,-98.64905803112059,689,0,"(28.71177191568869, -98.31963973762187)",32552.0
NO,28.713376275686393,-98.97848135103372,29.003783945901674,28.422956130009318,-98.64905803095375,-99.30790467111369,690,0,"(28.713376275686393, -98.97848135103372)",21436.0
NO,28.7149807418028,-99.63733301835212,29.005388342872354,28.424560664829034,-99.30790467094684,-99.9667613657574,691,0,"(28.7149807418028, -99.63733301835212)",21052.0
NO,28.716585314048125,-100.29619474106536,29.00699284596493,28.426165305784696,-99.96676136559053,-100.6256281165402,692,0,"(28.716585314048125, -100.29619474106536)",57160.0
NO,29.24834895918014,-80.94990814935522,29.53873344040081,28.95795185718522,-80.61878560281026,-81.28103069590018,752,0,"(29.24834895918014, -80.94990814935522)",305298.0
NO,29.249988990095265,-81.61215852287171,29.540373399818026,28.959591959159585,-81.28103069572312,-81.9432863500203,753,0,"(29.249988990095265, -81.61215852287171)",51131.0
