Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop,market_id,Market_Dealers_Total,Market_Units_Total,Dealers_to_CenterPop_Ratio,Units_to_CenterPop_Ratio,Units_per_Dealer_Avg
NO,38.13021838468956,-89.0674319323889,38.71013894678427,37.55024041815105,-88.33323170632673,-89.80163215845107,542,0,"(38.13021838468956, -89.0674319323889)",327079.0,542_0_no,29,29.0,8.866359503361574e-05,8.866359503361574e-05,1.0
NO,38.13939799125567,-90.5359243302788,38.71931764254472,37.559420931148246,-89.80163214330916,-91.27021651724844,543,0,"(38.13939799125567, -90.5359243302788)",1556973.0,543_0_no,76,76.0,4.8812664060327315e-05,4.8812664060327315e-05,1.0
NO,38.14858060744826,-92.0046007220942,38.72849934756533,37.56860445414272,-91.27021650209088,-92.73898494209752,544,0,"(38.14858060744826, -92.0046007220942)",274629.0,544_0_no,19,19.0,6.918424492679214e-05,6.918424492679214e-05,1.0
NO,38.157766235002825,-93.47346125216676,38.73768406358147,37.57779098887012,-92.73898492692426,-94.20793757740928,545,0,"(38.157766235002825, -93.47346125216677)",192305.0,545_0_no,17,17.0,8.840123761732665e-05,8.840123761732665e-05,1.0
NO,38.16695487565659,-94.94250606498696,38.74687179233023,37.586980537067824,-94.20793756222034,-95.67707456775358,546,0,"(38.16695487565659, -94.94250606498696)",136395.0,546_0_no,20,20.0,0.00014663294109021593,0.00014663294109021593,1.0
NO,38.17614653114858,-96.41173530520416,38.756062535550434,37.59617310047498,-95.67707455254892,-97.14639605785936,547,0,"(38.17614653114858, -96.41173530520415)",78489.0,547_0_no,8,8.0,0.00010192511052504173,0.00010192511052504173,1.0
NO,38.18534120321951,-97.88114911762692,38.76525629498271,37.60536868083248,-97.14639604263895,-98.61590219261488,548,0,"(38.18534120321951, -97.88114911762692)",195321.0,548_0_no,31,31.0,0.00015871309280620106,0.00015871309280620106,1.0
NO,38.19453889361187,-99.35074764722332,38.77445307236941,37.61456727988297,-98.6159021773787,-100.08559311706792,549,0,"(38.19453889361187, -99.35074764722332)",41531.0,549_0_no,5,5.0,0.0001203919963400833,0.0001203919963400833,1.0
NO,38.20373960406992,-100.82053103912106,38.78365286945459,37.62376889937085,-100.08559310181596,-101.55546897642616,550,0,"(38.20373960406992, -100.82053103912106)",52258.0,550_0_no,4,4.0,7.654330437444984e-05,7.654330437444984e-05,1.0
NO,38.21294333633966,-102.2904994386078,38.79285568798415,37.63297354104228,-101.55546896115838,-103.0255299160572,551,0,"(38.21294333633966, -102.2904994386078)",17586.0,551_0_no,2,2.0,0.00011372682815876265,0.00011372682815876265,1.0
NO,38.22215009216887,-103.76065299113132,38.8020615297057,37.64218120664516,-103.0255299007736,-104.49577608148904,552,0,"(38.22215009216887, -103.76065299113131)",44199.0,552_0_no,3,3.0,6.787483879725786e-05,6.787483879725786e-05,1.0
NO,38.231359873307056,-105.23099184229982,38.81127039636864,37.65139189792917,-104.49577606618956,-105.96620761841008,553,0,"(38.231359873307056, -105.23099184229982)",256366.0,553_0_no,13,13.0,5.070875233065227e-05,5.070875233065227e-05,1.0
NO,38.24057268150553,-106.70151613788217,38.8204822897241,37.6606056166458,-105.96620760309472,-107.43682467266956,554,0,"(38.24057268150553, -106.70151613788215)",26080.0,554_0_no,2,2.0,7.668711656441718e-05,7.668711656441718e-05,1.0
NO,38.24978851851736,-108.17222602380804,38.829697211524994,37.669822364548224,-107.43682465733832,-108.90762739027775,555,0,"(38.24978851851736, -108.17222602380804)",72033.0,555_0_no,3,3.0,4.164757819332806e-05,4.164757819332806e-05,1.0
NO,38.25900738609738,-109.64312164616832,38.83891516352605,37.67904214339145,-108.90762737493056,-110.37861591740608,556,0,"(38.25900738609738, -109.64312164616832)",13758.0,556_0_no,1,1.0,7.268498328245384e-05,7.268498328245384e-05,1.0
NO,38.2682292860022,-111.11420315121524,38.8481361474837,37.68826495493224,-110.37861590204297,-111.84979040038752,557,0,"(38.2682292860022, -111.11420315121524)",3169.0,557_0_no,0,0.0,0.0,0.0,0.0
NO,38.27745421999022,-112.58547068536258,38.8573601651562,37.69749080092911,-111.84979038500842,-113.32115098571674,558,0,"(38.27745421999022, -112.58547068536258)",22036.0,558_0_no,3,3.0,0.0001361408604102378,0.0001361408604102378,1.0
NO,38.286682189821605,-114.05692439518604,38.86658721830359,37.70671968314242,-113.32115097032164,-114.79269782005044,559,0,"(38.286682189821605, -114.05692439518604)",3275.0,559_0_no,0,0.0,0.0,0.0,0.0
NO,38.29591319725831,-115.5285644274234,38.87581730868766,37.71595160333428,-114.79269780463932,-116.26443105020746,560,0,"(38.29591319725831, -115.52856442742339)",251.0,560_0_no,0,0.0,0.0,0.0,0.0
NO,38.30514724406406,-117.00039092897474,38.88505043807201,37.72518656326853,-116.26443103478032,-117.73635082316916,561,0,"(38.30514724406406, -117.00039092897474)",4522.0,561_0_no,0,0.0,0.0,0.0,0.0
NO,38.31438433200439,-118.47240404690277,38.89428660822198,37.734424564710864,-117.73635080772596,-119.20845728607958,562,0,"(38.31438433200439, -118.47240404690277)",4334.0,562_0_no,1,1.0,0.00023073373327180433,0.00023073373327180433,1.0
NO,38.32362446284659,-119.944603928433,38.90352582090478,37.74366560942875,-119.20845727062029,-120.68075058624574,563,0,"(38.32362446284659, -119.94460392843301)",129441.0,563_0_no,3,3.0,2.3176582381162073e-05,2.3176582381162073e-05,1.0
NO,38.33286763835977,-121.41699072095405,38.91276807788935,37.75290969919144,-120.68075057077031,-122.15323087113778,564,0,"(38.33286763835977, -121.41699072095405)",3371295.0,564_0_no,88,88.0,2.610272906998646e-05,2.610272906998646e-05,1.0
NO,38.342113860314846,-122.8895645720178,38.92201338094643,37.76215683576999,-122.15323085564624,-123.62589828838937,565,0,"(38.342113860314846, -122.8895645720178)",1067038.0,565_0_no,41,41.0,3.842412360197106e-05,3.842412360197106e-05,1.0
NO,39.18524838658272,-73.58161031438875,39.76506384817532,38.605375056640376,-72.83656097178353,-74.32665965699398,572,0,"(39.185248386582714, -73.58161031438875)",0.0,572_0_no,2,2.0,0.0,0.0,1.0
NO,39.19477890564281,-75.07180961001679,39.774593414175854,38.6149065249277,-74.32665963993415,-75.81695958009942,573,0,"(39.19477890564281, -75.07180961001679)",1109640.0,573_0_no,60,60.0,5.407159078620093e-05,5.407159078620093e-05,1.0
NO,39.2043126417633,-76.56221024245906,39.78412619685376,38.62444121066358,-75.81695956302111,-77.307460921897,574,0,"(39.2043126417633, -76.56221024245906)",6043168.0,574_0_no,158,158.0,2.6145227139142914e-05,2.6145227139142914e-05,1.0
NO,39.21384959689389,-78.05281237556562,39.793662198158586,38.63397911579788,-77.3074609048002,-78.79816384633105,575,0,"(39.213849596893894, -78.05281237556562)",1360845.0,575_0_no,61,61.0,4.482509029316344e-05,4.482509029316344e-05,1.0
NO,39.22338977298639,-79.54361617337518,39.803201420042,38.64352024228256,-78.79816382921571,-80.28906851753466,576,0,"(39.22338977298639, -79.54361617337518)",354734.0,576_0_no,28,28.0,7.893238313778775e-05,7.893238313778775e-05,1.0
NO,39.23293317199464,-81.0346218001154,39.812743864457694,38.653064592071615,-80.28906850040077,-81.78017509983003,577,0,"(39.23293317199464, -81.0346218001154)",302178.0,577_0_no,19,19.0,6.287684742105646e-05,6.287684742105646e-05,1.0
NO,39.242479795874566,-82.52582942020317,39.82228953336145,38.66261216712116,-81.78017508267756,-83.27148375772877,578,0,"(39.242479795874566, -82.52582942020317)",510715.0,578_0_no,30,30.0,5.874117658576701e-05,5.874117658576701e-05,1.0
NO,39.25202964658419,-84.01723919824491,39.83183842871111,38.67216296938933,-83.27148374055768,-84.76299465593213,579,0,"(39.25202964658419, -84.01723919824491)",2647921.0,579_0_no,110,110.0,4.1542024856481744e-05,4.1542024856481744e-05,1.0
NO,39.26158272608359,-85.5088512990369,39.84139055246663,38.68171700083639,-84.76299463874241,-86.2547079593314,580,0,"(39.26158272608359, -85.5088512990369)",620674.0,580_0_no,49,49.0,7.894643564898803e-05,7.894643564898803e-05,1.0
NO,39.27113903633494,-87.00066588756557,39.85094590659,38.69127426342466,-86.254707942123,-87.74662383300814,581,0,"(39.27113903633494, -87.00066588756557)",526381.0,581_0_no,31,31.0,5.889270319407426e-05,5.889270319407426e-05,1.0
NO,39.28069857930248,-88.49268312900776,39.86050449304534,38.70083475911855,-87.74662381578105,-89.23874244223447,582,0,"(39.28069857930248, -88.49268312900776)",204017.0,582_0_no,20,20.0,9.803104643240515e-05,9.803104643240515e-05,1.0
NO,39.29026135695256,-89.98490318873105,39.87006631379885,38.71039848988456,-89.23874242498866,-90.73106395247343,583,0,"(39.29026135695256, -89.98490318873105)",645340.0,583_0_no,48,48.0,7.437939690705674e-05,7.437939690705674e-05,1.0
NO,39.29982737125362,-91.47732623229408,39.87963137081879,38.71996545769128,-90.73106393520888,-92.22358852937928,584,0,"(39.29982737125362, -91.47732623229408)",175495.0,584_0_no,22,22.0,0.00012535969685746032,0.00012535969685746032,1.0
NO,39.30939662417619,-92.9699524254468,39.88919966607555,38.729535664509406,-92.22358851209592,-93.71631633879764,585,0,"(39.30939662417619, -92.96995242544679)",115378.0,585_0_no,13,13.0,0.0001126731265925913,0.0001126731265925913,1.0
NO,39.31896911769288,-94.4627819341308,39.89877120154159,38.73910911231171,-93.7163163214955,-95.20924754676608,586,0,"(39.31896911769288, -94.46278193413079)",2104414.0,586_0_no,101,101.0,4.799435852451086e-05,4.799435852451086e-05,1.0
NO,39.32854485377845,-95.95581492447964,39.90834597919152,38.74868580307309,-95.2092475294451,-96.70238231951416,587,0,"(39.32854485377845, -95.95581492447963)",323270.0,587_0_no,31,31.0,9.589507223064311e-05,9.589507223064311e-05,1.0
NO,39.338123834409714,-97.44905156281908,39.917924001002,38.75826573877056,-96.7023823021743,-98.19572082346386,588,0,"(39.338123834409714, -97.44905156281908)",121188.0,588_0_no,7,7.0,5.7761494537412945e-05,5.7761494537412945e-05,1.0
NO,39.34770606156561,-98.94249201566748,39.92750526895183,38.76784892138319,-98.1957208061051,-99.68926322522988,589,0,"(39.34770606156561, -98.94249201566748)",52291.0,589_0_no,5,5.0,9.561874892428907e-05,9.561874892428907e-05,1.0
NO,39.3572915372272,-100.43613644973604,39.9370897850219,38.77743535289218,-99.6892632078522,-101.18300969161986,590,0,"(39.3572915372272, -100.43613644973603)",22474.0,590_0_no,4,4.0,0.00017798344753937884,0.00017798344753937884,1.0
NO,39.36688026337767,-101.92998503192904,39.94667755119523,38.7870250352809,-101.18300967422324,-102.67696038963484,591,0,"(39.366880263377666, -101.92998503192904)",17829.0,591_0_no,3,3.0,0.00016826518593303046,0.00016826518593303046,1.0
NO,39.37647224200228,-103.42403792934434,39.95626856945697,38.79661797053477,-102.67696037221924,-104.17111548646945,592,0,"(39.37647224200228, -103.42403792934434)",11242.0,592_0_no,1,1.0,8.89521437466643e-05,8.89521437466643e-05,1.0
NO,39.38606747508845,-104.91829530927347,39.96586284179435,38.80621416064136,-104.17111546903482,-105.66547514951216,593,0,"(39.38606747508845, -104.91829530927349)",3335037.0,593_0_no,83,83.0,2.48872801111352e-05,2.48872801111352e-05,1.0
NO,39.39566596462571,-106.41275733920214,39.97546037019678,38.81581360759037,-105.6654751320585,-107.1600395463458,594,0,"(39.39566596462571, -106.41275733920214)",111878.0,594_0_no,7,7.0,6.25681545969717e-05,6.25681545969717e-05,1.0
NO,39.40526771260572,-107.90742418681032,39.985061156655725,38.82541631337361,-107.16003952887306,-108.6548088447476,595,0,"(39.40526771260572, -107.90742418681033)",145037.0,595_0_no,6,6.0,4.136875417996787e-05,4.136875417996787e-05,1.0
NO,39.41487272102228,-109.40229601997277,39.994665203164864,38.83502227998503,-108.65480882725576,-110.14978321268974,596,0,"(39.41487272102228, -109.40229601997275)",20318.0,596_0_no,1,1.0,4.92174426616793e-05,4.92174426616793e-05,1.0
NO,39.4244809918713,-110.89737300675914,40.00427251171996,38.84463150942072,-110.14978319517878,-111.6449628183395,597,0,"(39.4244809918713, -110.89737300675914)",48025.0,597_0_no,4,4.0,8.328995314940135e-05,8.328995314940135e-05,1.0
NO,39.43409252715086,-112.3926553154345,40.01388308431893,38.85424400367889,-111.64496280080938,-113.1403478300596,598,0,"(39.43409252715086, -112.3926553154345)",27168.0,598_0_no,6,6.0,0.00022084805653710247,0.00022084805653710247,1.0
NO,39.44370732886114,-113.88814311445948,40.02349692296179,38.86385976475991,-113.14034781251031,-114.63593841640862,599,0,"(39.44370732886114, -113.88814311445947)",458.0,599_0_no,0,0.0,0.0,0.0,0.0
NO,39.45332539900451,-115.3838365724906,40.03311402965076,38.87347879466629,-114.63593839884012,-116.1317347461411,600,0,"(39.45332539900451, -115.38383657249061)",10283.0,600_0_no,1,1.0,9.724788485850433e-05,9.724788485850433e-05,1.0
NO,39.46294673958547,-116.87973585838073,40.04273440639021,38.88310109540269,-116.13173472855335,-117.62773698820808,601,0,"(39.46294673958547, -116.87973585838073)",225.0,601_0_no,0,0.0,0.0,0.0,0.0
NO,39.47257135261065,-118.37584114117917,40.0523580551866,38.89272666897591,-117.62773697060108,-119.12394531175724,602,0,"(39.47257135261065, -118.37584114117917)",45457.0,602_0_no,2,2.0,4.399762412829707e-05,4.399762412829707e-05,1.0
NO,39.48219924008885,-119.87215259013212,40.06198497804858,38.90235551739492,-119.12394529413092,-120.62035988613331,603,0,"(39.48219924008885, -119.87215259013213)",607905.0,603_0_no,9,9.0,1.4804944851580428e-05,1.4804944851580428e-05,1.0
NO,39.49183040403105,-121.368670374683,40.07161517698695,38.91198764267081,-120.62035986848768,-122.11698088087834,604,0,"(39.49183040403105, -121.368670374683)",580305.0,604_0_no,16,16.0,2.7571707981147846e-05,2.7571707981147846e-05,1.0
NO,39.501464846450354,-122.86539466447266,40.08124865401469,38.92162304681689,-122.11698086321331,-123.613808465732,605,0,"(39.501464846450354, -122.86539466447266)",135958.0,605_0_no,4,4.0,2.9420850556789598e-05,2.9420850556789598e-05,1.0
NO,39.51110256936205,-124.36232562933976,40.09088541114694,38.931261731848586,-123.61380844804758,-125.11084281063192,606,0,"(39.51110256936205, -124.36232562933975)",18570.0,606_0_no,1,1.0,5.385029617662897e-05,5.385029617662897e-05,1.0
NO,40.33124872616494,-72.72286309618543,40.91094917734917,39.751489992016936,-71.96536319919494,-73.48036299317593,611,0,"(40.33124872616494, -72.72286309618543)",537096.0,611_0_no,43,43.0,8.006017546211478e-05,8.006017546211478e-05,1.0
NO,40.34117242512539,-74.23797383956588,40.92087187704803,39.76141468705652,-73.4803629737317,-74.99558470540006,612,0,"(40.34117242512539, -74.23797383956588)",14279394.0,612_0_no,384,384.0,2.6891897513297833e-05,2.6891897513297833e-05,1.0
NO,40.3510995860749,-75.75330661470225,40.93079803833469,39.77134284449233,-74.99558468593366,-76.51102854347084,613,0,"(40.3510995860749, -75.75330661470225)",4571024.0,613_0_no,249,249.0,5.447357091102563e-05,5.447357091102563e-05,1.0
NO,40.3610302112304,-77.26886160988991,40.9407276634259,39.78127446654143,-76.51102852398225,-78.02669469579757,614,0,"(40.3610302112304, -77.26886160988991)",1155310.0,614_0_no,89,89.0,7.703560083440808e-05,7.703560083440808e-05,1.0
NO,40.37096430281126,-78.78463901365228,40.95066075454093,39.79120955542341,-78.02669467628675,-79.54258335101781,615,0,"(40.37096430281126, -78.78463901365228)",600828.0,615_0_no,60,60.0,9.986219017755498e-05,9.986219017755498e-05,1.0
NO,40.38090186303938,-80.30063901474126,40.96059731390147,39.8011481133603,-79.54258333148472,-81.05869469799781,616,0,"(40.38090186303938, -80.30063901474126)",2271564.0,616_0_no,146,146.0,6.42728974398256e-05,6.42728974398256e-05,1.0
NO,40.39084289413915,-81.8168618021376,40.970537343731785,39.811090142576674,-81.05869467844241,-82.57502892583278,617,0,"(40.39084289413915, -81.8168618021376)",819866.0,617_0_no,61,61.0,7.440240234379764e-05,7.440240234379764e-05,1.0
NO,40.40078739833746,-83.33330756505121,40.98048084625859,39.82103564529957,-82.57502890625504,-84.09158622384739,618,0,"(40.40078739833746, -83.33330756505121)",1810995.0,618_0_no,76,76.0,4.196588063467873e-05,4.196588063467873e-05,1.0
NO,40.410735377863695,-84.84997649292168,40.99042782371112,39.83098462375856,-84.09158620424728,-85.60836678159609,619,0,"(40.410735377863695, -84.84997649292168)",572595.0,619_0_no,48,48.0,8.382888428994315e-05,8.382888428994315e-05,1.0
NO,40.42068683494978,-86.36686877541854,41.00037827832112,39.8409370801857,-85.60836676197357,-87.1253707888635,620,0,"(40.42068683494978, -86.36686877541854)",1153922.0,620_0_no,58,58.0,5.0263362688292624e-05,5.0263362688292624e-05,1.0
NO,40.43064177183009,-87.88398460244166,41.01033221232284,39.85089301681558,-87.12537076921853,-88.64259843566478,621,0,"(40.43064177183009, -87.88398460244166)",370322.0,621_0_no,27,27.0,7.290952198357105e-05,7.290952198357105e-05,1.0
NO,40.44060019074157,-89.40132416412168,41.02028962795303,39.86085243588526,-88.64259841599731,-90.16004991224604,622,0,"(40.44060019074157, -89.40132416412168)",629928.0,622_0_no,36,36.0,5.7149388501543034e-05,5.7149388501543034e-05,1.0
NO,40.45056209392367,-90.91888765082037,41.03025052745102,39.87081533963441,-90.16004989255605,-91.67772540908469,623,0,"(40.450562093923665, -90.91888765082037)",181188.0,623_0_no,20,20.0,0.00011038258604322582,0.00011038258604322582,1.0
NO,40.46052748361837,-92.436675253131,41.0402149130586,39.88078173030512,-91.67772538937214,-93.19562511688986,624,0,"(40.46052748361837, -92.436675253131)",117766.0,624_0_no,11,11.0,9.340556697179151e-05,9.340556697179151e-05,1.0
NO,40.47049636207016,-93.95468716187877,41.050182787020105,39.89075161014208,-93.19562509715472,-94.71374922660276,625,0,"(40.47049636207016, -93.95468716187875)",60512.0,625_0_no,6,6.0,9.915388683236383e-05,9.915388683236383e-05,1.0
NO,40.48046873152607,-95.47292356812108,41.06015415158243,39.90072498139248,-94.71374920684502,-96.23209792939711,626,0,"(40.48046873152607, -95.47292356812108)",93064.0,626_0_no,14,14.0,0.00015043410985988138,0.00015043410985988138,1.0
NO,40.49044459423568,-96.99138466314808,41.07012900899498,39.91070184630606,-96.2320979096167,-97.75067141667948,627,0,"(40.49044459423568, -96.99138466314808)",392146.0,627_0_no,28,28.0,7.140197783478602e-05,7.140197783478602e-05,1.0
NO,40.50042395245111,-98.51007063848296,41.0801073615097,39.92068220713512,-97.75067139687634,-99.26946988008956,628,0,"(40.50042395245111, -98.51007063848296)",170302.0,628_0_no,13,13.0,7.633498138600838e-05,7.633498138600838e-05,1.0
NO,40.510406808427,-100.02898168588231,41.09008921138111,39.93066606613444,-99.26946986026373,-100.78849351150092,629,0,"(40.510406808427, -100.02898168588231)",54478.0,629_0_no,7,7.0,0.00012849223539777524,0.00012849223539777524,1.0
NO,40.520393164420575,-101.54811799733662,41.10007456086623,39.94065342556143,-100.78849349165228,-102.30774250302096,630,0,"(40.520393164420575, -101.54811799733662)",20686.0,630_0_no,6,6.0,0.00029005124238615487,0.00029005124238615487,1.0
NO,40.53038302269157,-103.06747976507054,41.11006341222468,39.950644287676,-102.30774248314953,-103.82721704699158,631,0,"(40.53038302269157, -103.06747976507054)",40575.0,631_0_no,5,5.0,0.00012322858903265557,0.00012322858903265557,1.0
NO,40.54037638550231,-104.58706718154338,41.12005576771858,39.96063865474061,-103.82721702709728,-105.34691733598947,632,0,"(40.540376385502306, -104.58706718154338)",734066.0,632_0_no,25,25.0,3.4056883168543425e-05,3.4056883168543425e-05,1.0
NO,40.55037325511767,-106.10688043944944,41.13005162961269,39.97063652902035,-105.3469173160723,-106.86684356282656,633,0,"(40.55037325511767, -106.10688043944943)",28607.0,633_0_no,0,0.0,0.0,0.0,0.0
NO,40.56037363380511,-107.62691973171836,41.14005100017428,39.9806379127828,-106.86684354288646,-108.38699592055028,634,0,"(40.56037363380511, -107.62691973171837)",38002.0,634_0_no,3,3.0,7.894321351507816e-05,7.894321351507816e-05,1.0
NO,40.57037752383464,-109.14718525151572,41.15005388167321,39.99064280829814,-108.38699590058724,-109.90737460244418,635,0,"(40.57037752383464, -109.14718525151571)",31837.0,635_0_no,1,1.0,3.1409994660300905e-05,3.1409994660300905e-05,1.0
NO,40.58038492747883,-110.66767719224312,41.16006027638191,40.00065121783914,-109.90737458245812,-111.4279798020281,636,0,"(40.58038492747883, -110.66767719224312)",75497.0,636_0_no,4,4.0,5.2982237704809465e-05,5.2982237704809465e-05,1.0
NO,40.590395847012864,-112.18839574753883,41.17007018657537,40.010663143681136,-111.427979782019,-112.94881171305866,637,0,"(40.590395847012864, -112.18839574753883)",2063930.0,637_0_no,46,46.0,2.2287577582573053e-05,2.2287577582573053e-05,1.0
NO,40.60041028471449,-113.70934111127808,41.1800836145312,40.02067858810203,-112.9488116930265,-114.46987052952969,638,0,"(40.60041028471449, -113.70934111127809)",17601.0,638_0_no,0,0.0,0.0,0.0,0.0
NO,40.61042824286405,-115.2305134775735,41.190100562529565,40.03069755338233,-114.46987050947445,-115.99115644567256,639,0,"(40.61042824286405, -115.2305134775735)",15973.0,639_0_no,1,1.0,6.260564702936204e-05,6.260564702936204e-05,1.0
NO,40.620449723744464,-116.7519130407754,41.20012103285324,40.04072004180514,-115.99115642559416,-117.51266965595666,640,0,"(40.620449723744464, -116.7519130407754)",8074.0,640_0_no,0,0.0,0.0,0.0,0.0
NO,40.63047472964126,-118.27353999547236,41.2101450277876,40.05074605565614,-117.51266963585506,-119.03441035508966,641,0,"(40.63047472964126, -118.27353999547236)",22048.0,641_0_no,1,1.0,4.5355587808418e-05,4.5355587808418e-05,1.0
NO,40.64050326284255,-119.79539453649149,41.220172549620585,40.060775597223625,-119.03441033496487,-120.5563787380181,642,0,"(40.64050326284255, -119.79539453649149)",3531.0,642_0_no,0,0.0,0.0,0.0,0.0
NO,40.65053532563907,-121.31747685889884,41.23020360064277,40.070808668798485,-120.55637871787005,-122.0785749999276,643,0,"(40.65053532563907, -121.31747685889883)",43943.0,643_0_no,2,2.0,4.551350613294495e-05,4.551350613294495e-05,1.0
NO,40.66057092032414,-122.83978715799984,41.24023818314733,40.08084527267423,-122.07857497975628,-123.60099933624343,644,0,"(40.66057092032414, -122.83978715799985)",182434.0,644_0_no,6,6.0,3.2888606290494095e-05,3.2888606290494095e-05,1.0
NO,40.670610049193726,-124.36232562933976,41.25027629943005,40.09088541114695,-123.60099931604876,-125.12365194263074,645,0,"(40.670610049193726, -124.36232562933975)",125003.0,645_0_no,3,3.0,2.3999424013823667e-05,2.3999424013823667e-05,1.0
NO,41.46622744303411,-70.27197991942144,42.0458132961438,40.8865829885439,-69.50142188513622,-71.04253795370666,648,0,"(41.46622744303411, -70.27197991942144)",484059.0,648_0_no,31,31.0,6.404178003094665e-05,6.404178003094665e-05,1.0
NO,41.47655379364954,-71.81321824227625,42.05613860150001,40.89691038194421,-71.04253793153916,-72.58389855301334,649,0,"(41.47655379364954, -71.81321824227625)",1798360.0,649_0_no,105,105.0,5.8386529949509555e-05,5.8386529949509555e-05,1.0
NO,41.48688387134884,-73.35470122615135,42.06646763352071,40.90724150285447,-72.58389853081921,-74.12550392148349,650,0,"(41.48688387134884, -73.35470122615135)",3644172.0,650_0_no,200,200.0,5.488215155596388e-05,5.488215155596388e-05,1.0
NO,41.49721767865506,-74.8964290874709,42.07680039472881,40.91757635379796,-74.12550389926268,-75.66735427567913,651,0,"(41.49721767865506, -74.8964290874709)",905923.0,651_0_no,86,86.0,9.493080537749897e-05,9.493080537749897e-05,1.0
NO,41.507555218094325,-76.43840204293505,42.08713688765025,40.92791493730094,-75.66735425343163,-77.20944983243848,652,0,"(41.507555218094325, -76.43840204293505)",623130.0,652_0_no,62,62.0,9.949769710975238e-05,9.949769710975238e-05,1.0
NO,41.517896492195725,-77.98062030952033,42.09747711481397,40.93825725589267,-77.20944981016423,-78.75179080887644,653,0,"(41.517896492195725, -77.98062030952033)",151210.0,653_0_no,16,16.0,0.00010581310759870379,0.00010581310759870379,1.0
NO,41.528241503491365,-79.5230841044802,42.10782107875191,40.94860331210546,-78.75179078657538,-80.29437742238503,654,0,"(41.528241503491365, -79.5230841044802)",311568.0,654_0_no,42,42.0,0.0001348020335849638,0.0001348020335849638,1.0
NO,41.538590254516365,-81.06579364534551,42.11816878199902,40.95895310847458,-80.29437740005713,-81.83720989063389,655,0,"(41.538590254516365, -81.06579364534551)",2326411.0,655_0_no,124,124.0,5.3300985939285876e-05,5.3300985939285876e-05,1.0
NO,41.54894274780885,-82.60874914992498,42.12852022709325,40.96930664753834,-81.8372098682791,-83.38028843157085,656,0,"(41.54894274780885, -82.60874914992498)",696352.0,656_0_no,36,36.0,5.169799182022885e-05,5.169799182022885e-05,1.0
NO,41.55929898591,-84.1519508363057,42.13887541657562,40.97966393183807,-83.38028840918912,-84.92361326342228,657,0,"(41.55929898591, -84.1519508363057)",956125.0,657_0_no,66,66.0,6.902863119362008e-05,6.902863119362008e-05,1.0
NO,41.56965897136399,-85.69539892285363,42.14923435299016,40.99002496391814,-84.92361324101357,-86.46718460469368,658,0,"(41.569658971363985, -85.69539892285363)",992945.0,658_0_no,66,66.0,6.646893836013073e-05,6.646893836013073e-05,1.0
NO,41.58002270671805,-87.23909362821405,42.15959703888392,41.00038974632595,-86.46718458225796,-88.01100267417014,659,0,"(41.580022706718054, -87.23909362821405)",5142544.0,659_0_no,159,159.0,3.0918549262777335e-05,3.0918549262777335e-05,1.0
NO,41.59039019452246,-88.78303517131208,42.16996347680698,41.01075828161194,-88.01100265170734,-89.55506769091681,660,0,"(41.59039019452246, -88.78303517131208)",1753965.0,660_0_no,84,84.0,4.789149156340064e-05,4.789149156340064e-05,1.0
NO,41.60076143733051,-90.32722377135316,42.18033366931252,41.0211305723296,-89.5550676684269,-91.09937987427942,661,0,"(41.60076143733051, -90.32722377135316)",554008.0,661_0_no,35,35.0,6.317598301829577e-05,6.317598301829577e-05,1.0
NO,41.61113643769855,-91.87165964782356,42.19070761895669,41.03150662103543,-91.09937985176236,-92.64393944388476,662,0,"(41.61113643769855, -91.87165964782355)",476212.0,662_0_no,39,39.0,8.189629828731742e-05,8.189629828731742e-05,1.0
NO,41.621515198186,-93.4163430204908,42.20108532829877,41.04188643028905,-92.64393942134048,-94.18874661964117,663,0,"(41.621515198185996, -93.41634302049081)",875632.0,663_0_no,41,41.0,4.682332303981581e-05,4.682332303981581e-05,1.0
NO,41.63189772135532,-94.9612741094043,42.21146679990105,41.05227000265307,-94.1887465970696,-95.733801621739,664,0,"(41.63189772135532, -94.9612741094043)",100250.0,664_0_no,15,15.0,0.00014962593516209475,0.00014962593516209475,1.0
NO,41.64228400977207,-96.50645313489566,42.22185203632889,41.062657340693214,-95.73380159914014,-97.2791046706512,665,0,"(41.64228400977207, -96.50645313489566)",716969.0,665_0_no,46,46.0,6.41589803743258e-05,6.41589803743258e-05,1.0
NO,41.65267406600484,-98.05188031757936,42.232241040150754,41.07304844697828,-97.279104648025,-98.82465598713374,666,0,"(41.65267406600484, -98.05188031757937)",69503.0,666_0_no,10,10.0,0.00014387868149576277,0.00014387868149576277,1.0
NO,41.66306789262532,-99.59755587835316,42.24263381393814,41.08344332408009,-98.82465596448016,-100.37045579222614,667,0,"(41.66306789262532, -99.59755587835315)",17654.0,667_0_no,3,3.0,0.00016993315962388127,0.00016993315962388127,1.0
NO,41.673465492208265,-101.14348003839852,42.25303036026566,41.093841974573614,-100.37045576954512,-101.91650430725193,668,0,"(41.673465492208265, -101.14348003839852)",7954.0,668_0_no,1,1.0,0.00012572290671360322,0.00012572290671360322,1.0
NO,41.68386686733153,-102.6896530191813,42.263430681710986,41.10424440103687,-101.91650428454342,-103.4628017538192,669,0,"(41.68386686733153, -102.6896530191813)",18521.0,669_0_no,3,3.0,0.00016197829490848225,0.00016197829490848225,1.0
