Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop,market_id,Market_Dealers_Total,Market_Units_Total,Dealers_to_CenterPop_Ratio,Units_to_CenterPop_Ratio,Units_per_Dealer_Avg
YES,33.27544704542747,-104.22291005102494,35.45162783419909,31.09850338194878,-101.63223214042335,-106.81358796162652,32,0,"(33.27544704542747, -104.22291005102494)",1161535.0,32_0_yes,100,100.0,8.609297180024709e-05,8.609297180024709e-05,1.0
YES,33.38378841167099,-109.40746329636065,35.55993060079834,31.20688211963389,-106.81358137652975,-112.00134521619154,33,0,"(33.38378841167099, -109.40746329636065)",3703759.0,33_0_yes,78,78.0,2.1059685578894307e-05,2.1059685578894307e-05,1.0
YES,33.492574956325974,-114.59845498012623,35.66867833086461,31.315706256710847,-112.00133855200988,-117.19557140824264,34,0,"(33.492574956325974, -114.59845498012625)",5592173.0,34_0_yes,137,137.0,2.4498526780197965e-05,2.4498526780197965e-05,1.0
YES,33.601809614387584,-119.7959464896529,35.77787395821447,31.42497872947436,-117.19556466368122,-122.3963283156246,35,0,"(33.601809614387584, -119.7959464896529)",18567503.0,35_0_yes,372,372.0,2.003500416830416e-05,2.003500416830416e-05,1.0
YES,36.92638316964191,-75.87809863195247,39.10123561716515,34.750732617728644,-73.1694149653925,-78.58678229851243,38,0,"(36.92638316964191, -75.87809863195247)",7639010.0,38_0_yes,368,368.0,4.8173781681134075e-05,4.8173781681134075e-05,1.0
YES,37.050377433953166,-81.29984956057298,39.22518389639151,34.87477189671706,-78.58677242959395,-84.01292669155201,39,0,"(37.050377433953166, -81.29984956057298)",9862741.0,39_0_yes,529,529.0,5.363620518880096e-05,5.363620518880096e-05,1.0
YES,37.17492874493146,-86.73043423232166,39.34968896707903,34.99936848837189,-84.01291668484045,-89.44795177980286,40,0,"(37.174928744931464, -86.73043423232166)",8073637.0,40_0_yes,433,433.0,5.3631343593971345e-05,5.3631343593971345e-05,1.0
YES,37.30004142852627,-92.16994724827391,39.47475515379536,35.124526720212735,-89.44794163262857,-94.89195286391929,41,0,"(37.30004142852627, -92.16994724827393)",6112563.0,41_0_yes,436,436.0,7.132850818879086e-05,7.132850818879086e-05,1.0
YES,37.42571986943948,-97.61848462280524,39.60038683985383,35.25025097852113,-94.891942573545,-100.34502667206549,42,0,"(37.42571986943948, -97.61848462280524)",3966719.0,42_0_yes,225,225.0,5.672194072733662e-05,5.672194072733662e-05,1.0
YES,37.55196851229272,-103.0761438123802,39.7265884684807,35.37654570950797,-100.34501623568416,-105.80727138907623,43,0,"(37.551968512292724, -103.0761438123802)",1251259.0,43_0_yes,96,96.0,7.672272487150942e-05,7.672272487150942e-05,1.0
YES,37.67879186282482,-108.54302374509643,39.85336454401256,35.503415420511104,-105.80726080380886,-111.278786686384,44,0,"(37.67879186282482, -108.54302374509643)",763767.0,44_0_yes,37,37.0,4.844409355209115e-05,4.844409355209115e-05,1.0
YES,37.806194489120514,-114.01922485100746,39.98071963312516,35.63086468122393,-111.27877594927732,-116.7596737527376,45,0,"(37.806194489120514, -114.01922485100746)",2536228.0,45_0_yes,50,50.0,1.9714315905352358e-05,1.9714315905352358e-05,1.0
YES,37.93418102287127,-119.50484909324976,40.10865836609403,35.75889812495651,-116.75966286076172,-122.25003532573776,46,0,"(37.934181022871265, -119.50484909324975)",11948959.0,46_0_yes,258,258.0,2.1591839088241913e-05,2.1591839088241913e-05,1.0
YES,38.06275616066935,-125.0,40.23718543808873,35.887520449929546,-122.2500242757837,-127.7499757242163,47,0,"(38.062756160669345, -125.0)",2748255.0,47_0_yes,53,53.0,1.928496445926597e-05,1.928496445926597e-05,1.0
YES,41.09002806296584,-72.77814328418994,43.2633149489129,38.91591880372839,-69.90605862172829,-75.65022794665158,49,0,"(41.09002806296584, -72.77814328418994)",38286155.0,49_0_yes,1450,1450.0,3.787269836837886e-05,3.787269836837886e-05,1.0
YES,41.233807097936655,-78.52857010408732,43.40703933148662,39.05975196202572,-75.6502121053621,-81.40692810281254,50,0,"(41.233807097936655, -78.52857010408732)",12979501.0,50_0_yes,921,921.0,7.095804376454842e-05,7.095804376454842e-05,1.0
YES,41.3783128669048,-84.29162109217621,43.55149014635744,39.20431217428625,-81.40691199503179,-87.17633018932064,51,0,"(41.3783128669048, -84.29162109217621)",20447657.0,51_0_yes,899,899.0,4.396591746428454e-05,4.396591746428454e-05,1.0
YES,41.52355226489538,-90.06745316063808,43.69667428695017,39.34960633744018,-87.17631380873802,-92.95859251253816,52,0,"(41.52355226489538, -90.06745316063808)",15719195.0,52_0_yes,704,704.0,4.478600844381662e-05,4.478600844381662e-05,1.0
YES,41.6695323025037,-95.85622604426791,43.842598762252855,39.495641464000016,-92.95857585264744,-98.75387623588844,53,0,"(41.669532302503704, -95.85622604426793)",3693505.0,53_0_yes,290,290.0,7.851620615106789e-05,7.851620615106789e-05,1.0
YES,41.81626010870397,-101.65810237045942,43.9892706996253,39.64242468486944,-98.75385928998024,-104.5623454509386,54,0,"(41.81626010870397, -101.65810237045942)",362549.0,54_0_yes,51,51.0,0.00014067064038240348,0.00014067064038240348,1.0
YES,41.96374293374682,-107.47324773142766,44.13669734769674,39.789963252240895,-104.56232821209258,-110.38416725076274,55,0,"(41.96374293374682, -107.47324773142766)",446640.0,55_0_yes,57,57.0,0.0001276195593766792,0.0001276195593766792,1.0
YES,42.11198815214921,-113.30183075875756,44.28488607935557,39.93826454258562,-110.38414971183936,-116.2195118056758,56,0,"(42.11198815214921, -113.30183075875757)",2993276.0,56_0_yes,90,90.0,3.0067391045797315e-05,3.0067391045797315e-05,1.0
YES,42.26100326578021,-119.1440232003697,44.433844394835326,40.08733605973948,-116.21949395930768,-122.06855244143172,57,0,"(42.261003265780204, -119.1440232003697)",195973.0,57_0_yes,29,29.0,0.00014797956861404378,0.00014797956861404378,1.0
YES,42.410795907046506,-125.0,44.583579924900114,40.23718543808873,-122.06853428001472,-127.93146571998528,58,0,"(42.410795907046506, -125.0)",922877.0,58_0_yes,35,35.0,3.792488056371543e-05,3.792488056371543e-05,1.0
YES,45.22524124122211,-68.9458993895815,47.39695110083871,43.05270211441385,-65.87366451679908,-72.01813426236392,59,0,"(45.22524124122211, -68.9458993895815)",1318135.0,59_0_yes,163,163.0,0.0001236595644603929,0.0001236595644603929,1.0
YES,45.39131722158735,-75.0993105682345,47.56296375164973,43.21884150827195,-72.01810834979807,-78.18051278667093,60,0,"(45.39131722158735, -75.0993105682345)",839451.0,60_0_yes,115,115.0,0.00013699429746346124,0.00013699429746346124,1.0
YES,45.55835513071971,-81.27078714921468,47.72993798414273,43.3859432065689,-78.18048634091153,-84.36108795751784,61,0,"(45.55835513071971, -81.27078714921468)",109960.0,61_0_yes,36,36.0,0.000327391778828665,0.000327391778828665,1.0
YES,45.726366272590255,-87.46059447415682,47.89788510050536,43.554018515549366,-84.36106096297303,-90.5601279853406,62,0,"(45.726366272590255, -87.46059447415682)",2250333.0,62_0_yes,175,175.0,7.7766268370059e-05,7.7766268370059e-05,1.0
YES,45.89536218660929,-93.66900370882006,48.06681663835828,43.723078976912966,-90.56010042582136,-96.77790699181875,63,0,"(45.89536218660929, -93.66900370882006)",5758479.0,63_0_yes,320,320.0,5.5570229569301196e-05,5.5570229569301196e-05,1.0
YES,46.06535465469281,-99.89629202071686,48.23674437782168,43.89313637488106,-96.77787885051052,-103.0147051909232,64,0,"(46.06535465469281, -99.89629202071686)",415837.0,64_0_yes,51,51.0,0.000122644209149258,0.000122644209149258,1.0
YES,46.23635570860513,-106.14274276374334,48.40768034885792,44.06420274353941,-103.01467645035602,-109.27080907713066,65,0,"(46.23635570860513, -106.14274276374334)",342994.0,65_0_yes,29,29.0,8.454958395773687e-05,8.454958395773687e-05,1.0
YES,46.408377637591,-112.40864567015072,48.579636838903866,44.23629037447066,-109.2707797191475,-115.54651162115395,66,0,"(46.408377637590995, -112.40864567015073)",621059.0,66_0_yes,34,34.0,5.474520134157946e-05,5.474520134157946e-05,1.0
YES,46.58143299631133,-118.69429705021712,48.75262640080656,44.40941182469008,-115.5464816268771,-121.84211247355717,67,0,"(46.58143299631133, -118.69429705021713)",2086916.0,67_0_yes,71,71.0,3.4021493917340226e-05,3.4021493917340226e-05,1.0
YES,46.75553461309743,-125.0,48.926661861077584,44.583579924900114,-121.84208182335286,-128.15791817664714,68,0,"(46.75553461309743, -125.0)",6369127.0,68_0_yes,212,212.0,3.32855664520428e-05,3.32855664520428e-05,1.0
