Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop
NO,29.859319942769634,-89.1870532753327,30.58519000701481,29.133369999114482,-88.35426436943547,-90.01984218122993,156,0,"(29.859319942769634, -89.1870532753327)",530374.0
NO,29.869829601165563,-90.85271833201897,30.59569850039533,29.143880805589646,-90.0198421627205,-91.68559450131744,157,0,"(29.869829601165563, -90.85271833201897)",1819696.0
NO,29.88034370284975,-92.51855799871986,30.606211436329886,29.154396056091,-91.68559448278648,-93.35152151465323,158,0,"(29.88034370284975, -92.51855799871986)",638290.0
NO,29.890862250619158,-94.18457244200528,30.616728817614987,29.16491575341597,-93.35152149610074,-95.01762338790981,159,0,"(29.890862250619158, -94.18457244200528)",587497.0
NO,29.901385247273666,-95.8507618286505,30.627250647050047,29.17543990036492,-95.01762336933575,-96.68390028796526,160,0,"(29.901385247273666, -95.8507618286505)",6331227.0
NO,29.911912695616106,-97.51712632563657,30.637776927437436,29.185968499741143,-96.68390026936959,-98.35035238190355,161,0,"(29.911912695616106, -97.51712632563657)",2272417.0
NO,29.92244459845227,-99.18366610015055,30.648307661582482,29.1965015543509,-98.35035236328623,-100.01697983701486,162,0,"(29.92244459845227, -99.18366610015055)",1206762.0
NO,29.93298095859089,-100.8503813195859,30.658842852293475,29.2070390670034,-100.01697981837587,-101.68378282079594,163,0,"(29.93298095859089, -100.8503813195859)",61389.0
NO,29.943521778843657,-102.51727215154287,30.669382502381627,29.217581040510805,-101.68378280213525,-103.35076150095048,164,0,"(29.943521778843657, -102.51727215154287)",1243.0
NO,29.954067062025217,-104.1843387638287,30.679926614661134,29.228127477688243,-103.35076148226804,-105.01791604538937,165,0,"(29.954067062025217, -104.1843387638287)",14753.0
NO,31.242327481914074,-80.21230894254263,31.968042220576645,30.516530729283875,-79.36763094119569,-81.05698694388958,186,0,"(31.242327481914074, -80.21230894254263)",0.0
NO,31.25342996032628,-81.90176374181213,31.979143436115372,30.527634454208002,-81.05698692233085,-82.74654056129341,187,0,"(31.25342996032628, -81.90176374181213)",475614.0
NO,31.26453726578906,-83.59141627518399,31.9902494779093,30.5387430069834,-82.74654053970832,-84.43629201065966,188,0,"(31.26453726578906, -83.59141627518399)",597139.0
NO,31.275649401516528,-85.28126673850541,32.00136034917206,30.549856390824687,-84.43629198904816,-86.12624148796266,189,0,"(31.275649401516528, -85.28126673850541)",417632.0
NO,31.2867663707264,-86.97131532787805,32.012476053120864,30.56097460895009,-86.1262414663247,-87.81638918943139,190,0,"(31.2867663707264, -86.97131532787805)",321041.0
NO,31.297888176639997,-88.66156223965845,32.023596592976546,30.57209766458146,-87.81638916776693,-89.50673531154997,191,0,"(31.297888176639997, -88.66156223965845)",466367.0
NO,31.309014822482293,-90.35200767045856,32.03472197196357,30.583225560944236,-89.506735289859,-91.19728005105813,192,0,"(31.309014822482293, -90.35200767045856)",319333.0
NO,31.320146311481864,-92.04265181714605,32.04585219331001,30.59435830126755,-91.19728002934056,-92.88802360495154,193,0,"(31.320146311481864, -92.04265181714605)",317586.0
NO,31.331282646870935,-93.73349487684486,32.0569872602476,30.605495888784137,-92.88802358320734,-94.57896617048237,194,0,"(31.331282646870935, -93.73349487684486)",247755.0
NO,31.342423831885366,-95.42453704693557,32.06812717601173,30.61663832673034,-94.5789661487115,-96.27010794515964,195,0,"(31.342423831885366, -95.42453704693557)",367119.0
NO,31.35356986976466,-97.1157785250559,32.07927194384137,30.627785618346213,-96.27010792336206,-97.96144912674974,196,0,"(31.35356986976466, -97.1157785250559)",774175.0
NO,31.36472076375199,-98.80721950910112,32.090421566979195,30.638937766875408,-97.9614491049254,-99.65298991327683,197,0,"(31.36472076375199, -98.80721950910112)",99915.0
NO,31.37587651709419,-100.4988601972245,32.10157604867154,30.650094775565275,-99.6529898914257,-101.3447305030233,198,0,"(31.37587651709419, -100.4988601972245)",137064.0
NO,31.387037133041744,-102.19070078783777,32.11273539216841,30.661256647666825,-101.34473048114532,-103.03667109453022,199,0,"(31.387037133041744, -102.19070078783777)",359524.0
NO,31.398202614848817,-103.88274147961155,32.123899600723455,30.672423386434737,-103.03667107262534,-104.72881188659777,200,0,"(31.398202614848817, -103.88274147961155)",19503.0
NO,31.409372965773255,-105.57498247147583,32.13506867759403,30.68359499512737,-104.72881186466596,-106.42115307828571,201,0,"(31.409372965773255, -105.57498247147583)",376291.0
NO,31.420548189076587,-107.26742396262038,32.14624262604113,30.69477147700675,-106.42115305632693,-108.11369486891384,202,0,"(31.420548189076587, -107.26742396262038)",55286.0
NO,31.431728288024033,-108.96006615249523,32.15742144932953,30.70595283533865,-108.11369484692804,-109.80643745806242,203,0,"(31.431728288024033, -108.96006615249523)",25597.0
NO,31.4429132658845,-110.65290924081108,32.1686051507276,30.71713907339246,-109.80643743604955,-111.49938104557262,204,0,"(31.4429132658845, -110.65290924081108)",286646.0
NO,31.454103125930626,-112.34595342753984,32.17979373350747,30.72833019444133,-111.49938102353264,-113.19252583154704,205,0,"(31.454103125930626, -112.34595342753984)",6612.0
NO,32.67699995155232,-79.51502365754241,33.402549528597795,31.951366350116647,-78.65711211730161,-80.37293519778322,220,0,"(32.67699995155232, -79.51502365754241)",778798.0
NO,32.68873569274268,-81.23095890603348,33.41428390293365,31.963103442585833,-80.37293517253873,-82.08898263952823,221,0,"(32.68873569274268, -81.23095890603348)",773258.0
NO,32.700476695442056,-82.94711865673044,33.4260235379183,31.974845797431463,-82.08898261425115,-83.80525469920973,222,0,"(32.700476695442056, -82.94711865673044)",638640.0
NO,32.712222963370294,-84.66350314125336,33.43776843727109,31.986593418373968,-83.80525467389998,-85.52175160860673,223,0,"(32.712222963370294, -84.66350314125336)",1025689.0
NO,32.72397450025175,-86.3801125915405,33.44951860471581,31.998346309138242,-85.52175158326426,-87.23847359981673,224,0,"(32.72397450025175, -86.3801125915405)",770742.0
NO,32.73573130981527,-88.09694723984886,33.461274043980794,32.01010447345369,-87.23847357444147,-88.95542090525625,225,0,"(32.73573130981527, -88.09694723984886)",338833.0
NO,32.74749339579419,-89.8140073187548,33.473034758798825,32.02186791505419,-88.95542087984815,-90.67259375766146,226,0,"(32.74749339579419, -89.8140073187548)",646776.0
NO,32.75926076192635,-91.53129306115463,33.48480075290722,32.033636637678164,-90.67259373222048,-92.38999239008878,227,0,"(32.75926076192635, -91.53129306115463)",329224.0
NO,32.771033411954114,-93.24880470026513,33.4965720300478,32.045410645068515,-92.38999236461484,-94.10761703591541,228,0,"(32.771033411954114, -93.24880470026513)",566477.0
NO,32.78281134962437,-94.96654246962423,33.5083485939669,32.057189940972656,-94.10761701040846,-95.82546792884,229,0,"(32.78281134962437, -94.96654246962423)",731817.0
NO,32.7945945786885,-96.68450660309156,33.5201304484154,32.06897452914257,-95.82546790329998,-97.54354530288315,230,0,"(32.7945945786885, -96.68450660309156)",7253006.0
NO,32.80638310290248,-98.40269733484905,33.53191759714869,32.08076441333476,-97.54354527731002,-99.26184939238809,231,0,"(32.80638310290248, -98.40269733484905)",370864.0
NO,32.81817692602679,-100.12111489940149,33.54371004392675,32.09255959731027,-99.26184936678177,-100.9803804320212,232,0,"(32.81817692602679, -100.12111489940149)",203118.0
NO,32.82997605182648,-101.83975953157716,33.555507792514085,32.10436008483472,-100.98038040638164,-102.69913865677267,233,0,"(32.82997605182648, -101.83975953157716)",259418.0
NO,32.841780484071165,-103.55863146652842,33.567310846679746,32.116165879678256,-102.6991386310998,-104.41812430195705,234,0,"(32.841780484071165, -103.55863146652842)",118947.0
NO,32.85359022653503,-105.27773093973234,33.579119210197405,32.127976985615625,-104.41812427625082,-106.13733760321385,235,0,"(32.85359022653503, -105.27773093973234)",70359.0
NO,32.86540528299684,-106.99705818699121,33.590932886845266,32.139793406426165,-106.13733757747421,-107.85677879650821,236,0,"(32.86540528299684, -106.99705818699121)",169626.0
NO,32.87722565723993,-108.71661344443325,33.60275188040615,32.15161514589376,-107.85677877073509,-109.57644811813141,237,0,"(32.87722565723993, -108.71661344443325)",38188.0
NO,32.88905135305226,-110.43639694851312,33.61457619466745,32.16344220780691,-109.57644809232475,-111.29634580470149,238,0,"(32.88905135305226, -110.43639694851312)",359291.0
NO,32.900882374226356,-112.15640893601258,33.62640583342117,32.17527459595873,-111.29634577886124,-113.01647209316393,239,0,"(32.900882374226356, -112.15640893601258)",3662738.0
NO,32.91271872455939,-113.87664964404108,33.638240800463926,32.18711231414695,-113.01647206729002,-114.73682722079214,240,0,"(32.91271872455939, -113.87664964404108)",155991.0
NO,32.92456040785314,-115.59711931003636,33.65008109959696,32.19895536617387,-114.73682719488453,-116.4574114251882,241,0,"(32.92456040785314, -115.59711931003636)",205908.0
NO,32.93640742791401,-117.31781817176507,33.661926734626135,32.21080375584649,-116.45741139924681,-118.17822494428333,242,0,"(32.93640742791401, -117.31781817176507)",3897820.0
NO,32.948259788553045,-119.03874646732335,33.67377770936194,32.22265748697638,-118.1782249183081,-119.8992680163386,243,0,"(32.948259788553045, -119.03874646732335)",4325.0
NO,34.098419796499016,-77.02219321802708,34.82380208995294,33.37295169630278,-76.15020685194577,-77.8941795841084,253,0,"(34.098419796499016, -77.02219321802708)",309896.0
NO,34.11080298921599,-78.76629294255163,34.83618381058095,33.385336346510265,-77.8941795545878,-79.63840633051547,254,0,"(34.11080298921599, -78.76629294255163)",856109.0
NO,34.123191915342176,-80.51064684748727,34.8485712636925,33.39772673106205,-79.63840630095454,-81.38288739401999,255,0,"(34.123191915342176, -80.51064684748727)",1297824.0
NO,34.13558657918629,-82.25525520640527,34.86096445359573,33.410122854267456,-81.38288736441866,-83.12762304839187,256,0,"(34.13558657918629, -82.25525520640527)",1269772.0
NO,34.14798698506261,-84.00011829327457,34.873363384604325,33.422524720441324,-83.12762301875006,-84.87261356779908,257,0,"(34.14798698506261, -84.00011829327457)",5601696.0
NO,34.160393137290995,-85.74523638246258,34.88576806103761,33.434932333904136,-84.87261353811671,-86.61785922680845,258,0,"(34.160393137290995, -85.74523638246258)",852928.0
NO,34.172805040196884,-87.49060974873593,34.898178487220385,33.44734569898191,-86.61785919708547,-88.3633603003864,259,0,"(34.172805040196884, -87.49060974873593)",617172.0
NO,34.18522269811128,-89.23623866726125,34.910594667483146,33.45976482000627,-88.36336027062272,-90.10911706389977,260,0,"(34.18522269811128, -89.23623866726125)",442464.0
NO,34.197646115370844,-90.98212341360595,34.923016606161916,33.47218970131444,-90.1091170340953,-91.85512979311659,261,0,"(34.197646115370844, -90.98212341360595)",159925.0
NO,34.21007529631782,-92.72826426373904,34.935444307598395,33.48462034724928,-91.85512976327126,-93.6013987642068,262,0,"(34.21007529631782, -92.72826426373904)",712907.0
NO,34.22251024530007,-94.47466149403186,34.947877776139876,33.497056762159275,-93.60139873432055,-95.34792425374317,263,0,"(34.22251024530007, -94.47466149403186)",127855.0
NO,34.23495096667114,-96.22131538125895,34.9603170161393,33.50949895039852,-95.34792422381591,-97.09470653870198,264,0,"(34.23495096667114, -96.22131538125895)",295349.0
NO,34.24739746479019,-97.96822620259873,34.972762031955256,33.521946916326804,-97.09470650873362,-98.84174589646383,265,0,"(34.24739746479019, -97.96822620259873)",401160.0
NO,34.259849744022034,-99.7153942356344,34.98521282795198,33.53440066430954,-98.84174586645433,-100.58904260481448,266,0,"(34.259849744022034, -99.7153942356344)",67700.0
NO,34.27230780873716,-101.46281975835467,34.997669408499384,33.54686019871781,-100.58904257476374,-102.3365969419456,267,0,"(34.27230780873716, -101.46281975835467)",101504.0
NO,34.28477166331176,-103.21050304915457,35.010131777973086,33.559325523928386,-102.33659691185355,-104.08440918645559,268,0,"(34.28477166331176, -103.21050304915457)",89842.0
NO,34.29724131212769,-104.95844438683625,35.02259994075435,33.571796644323754,-104.08440915632214,-105.83247961735036,269,0,"(34.29724131212769, -104.95844438683625)",8416.0
NO,34.30971675957251,-106.7066440506098,35.03507390123018,33.58427356429207,-105.83247958717543,-107.58080851404416,270,0,"(34.30971675957251, -106.7066440506098)",257326.0
NO,34.32219801003952,-108.45510232009401,35.047553663793266,33.59675628822721,-107.58080848382768,-109.32939615636035,271,0,"(34.32219801003952, -108.45510232009401)",4315.0
NO,34.33468506792772,-110.20381947531723,35.06003923284203,33.609244820528815,-109.32939612610224,-111.07824282453223,272,0,"(34.33468506792772, -110.20381947531723)",78474.0
NO,34.347177937641845,-111.95279579671812,35.072530612780646,33.62173916560219,-111.07824279423241,-112.82734879920383,273,0,"(34.347177937641845, -111.95279579671812)",759932.0
NO,34.35967662359238,-113.7020315651465,35.085027808019014,33.63423932785844,-112.82734876886224,-114.57671436143076,274,0,"(34.35967662359238, -113.7020315651465)",83705.0
NO,34.372181130195564,-115.45152706186414,35.09753082297277,33.64674531171439,-114.5767143310473,-116.32633979268098,275,0,"(34.372181130195564, -115.45152706186414)",29861.0
NO,34.38469146187342,-117.20128256854558,35.11003966206338,33.65925712159268,-116.32633976225557,-118.07622537483559,276,0,"(34.38469146187342, -117.20128256854558)",4969660.0
NO,34.397207623053745,-118.95129836727895,35.12255432971803,33.671774761921704,-118.07622534436817,-119.82637139018973,277,0,"(34.397207623053745, -118.95129836727895)",6420256.0
NO,34.409729618170104,-120.70157474056677,35.135074830369724,33.684298237135636,-119.82637135968022,-121.57677812145332,278,0,"(34.409729618170104, -120.70157474056677)",334302.0
NO,35.53062291127212,-76.18800990520062,36.25583339947105,34.805325035666314,-75.30080467286474,-77.07521513753649,286,0,"(35.53062291127212, -76.18800990520062)",138793.0
NO,35.543680499139995,-77.96256410244804,36.26888940726249,34.81838419020523,-77.07521510295457,-78.84991310194151,287,0,"(35.543680499139995, -77.96256410244804)",1921848.0
NO,35.5567443434565,-79.73740599571124,36.28195167050985,34.83144960219735,-78.84991306730953,-80.62489892411296,288,0,"(35.5567443434565, -79.73740599571124)",2193847.0
NO,35.56981444922996,-81.5125359087406,36.29502019422085,34.84452127665163,-80.62489888943081,-82.4001729280504,289,0,"(35.56981444922996, -81.5125359087406)",2503139.0
NO,35.58289082147567,-83.28795416578544,36.308094983410165,34.85759921858402,-82.40017289331799,-84.17573543825289,290,0,"(35.58289082147567, -83.28795416578544)",1311198.0
NO,35.59597346521588,-85.06366109159501,36.32117604309941,34.870683433017376,-84.17573540347011,-85.9515867797199,291,0,"(35.59597346521588, -85.06366109159501)",1100664.0
NO,35.609062385479746,-86.83965701141956,36.33426337831716,34.88377392498154,-85.95158674488667,-87.72772727795245,292,0,"(35.609062385479746, -86.83965701141956)",1856162.0
NO,35.62215758730347,-88.61594225101138,36.34735699409898,34.89687069951333,-87.72772724306864,-89.50415725895411,293,0,"(35.62215758730347, -88.61594225101138)",460725.0
NO,35.6352590757302,-90.39251713662583,36.36045689548741,34.90997376165653,-89.50415722401964,-91.28087704923202,294,0,"(35.6352590757302, -90.39251713662583)",1225037.0
NO,35.64836685581011,-92.16938199502242,36.373563087531984,34.92308311646195,-91.28087701424678,-93.05788697579806,295,0,"(35.64836685581011, -92.16938199502242)",441883.0
NO,35.661480932600384,-93.94653715346584,36.38667557528929,34.93619876898746,-93.05788694076195,-94.83518736616973,296,0,"(35.661480932600384, -93.94653715346584)",732146.0
NO,35.67460131116522,-95.72398293972702,36.3997943638229,34.94932072429786,-94.83518733108266,-96.61277854837138,297,0,"(35.67460131116522, -95.72398293972702)",1130771.0
NO,35.6877279965759,-97.50171968208419,36.41291945820348,34.96244898746507,-96.61277851323324,-98.39066085093513,298,0,"(35.6877279965759, -97.50171968208419)",1544683.0
NO,35.700860993910766,-99.27974770932391,36.42605086350875,34.9755835635681,-98.3906608157458,-100.16883460290202,299,0,"(35.700860993910766, -99.27974770932391)",91126.0
NO,35.7140003082552,-101.0580673507422,36.43918858482348,34.98872445769297,-100.1688345676614,-101.947300133823,300,0,"(35.7140003082552, -101.0580673507422)",86620.0
NO,35.727145944701704,-102.83667893614556,36.45233262723955,35.001871674932815,-101.94730009853102,-103.7260577737601,301,0,"(35.727145944701704, -102.83667893614556)",31807.0
NO,35.74029790834988,-104.61558279585203,36.46548299585592,35.01502522038789,-103.72605773841664,-105.50510785328743,302,0,"(35.74029790834988, -104.61558279585203)",28315.0
NO,35.753456204306445,-106.39477926069229,36.478639695778725,35.02818509916557,-105.50510781789237,-107.28445070349221,303,0,"(35.753456204306445, -106.39477926069229)",854458.0
NO,35.76662083768526,-108.17426866201072,36.491802732121165,35.04135131638032,-107.28445066804547,-109.06408665597597,304,0,"(35.76662083768526, -108.17426866201072)",92361.0
NO,35.779791813607325,-109.95405133166648,36.50497211000365,35.05452387715383,-109.06408662047743,-110.84401604285553,305,0,"(35.779791813607325, -109.95405133166648)",52526.0
NO,35.79296913720081,-111.7341276020346,36.518147834553716,35.06770278661489,-110.84401600730509,-112.62423919676412,306,0,"(35.79296913720081, -111.7341276020346)",117670.0
NO,35.80615281360105,-113.51449780600706,36.531329910906074,35.0808880498995,-112.62423916116167,-114.40475645085245,307,0,"(35.80615281360105, -113.51449780600706)",63706.0
NO,35.81934284795058,-115.29516227699385,36.54451834420265,35.094079672150826,-114.4047564151979,-116.1855681387898,308,0,"(35.81934284795058, -115.29516227699385)",2215448.0
NO,35.83253924539916,-117.0761213489241,36.55771313959254,35.10727765851927,-116.18556810308304,-117.96667459476517,309,0,"(35.83253924539916, -117.0761213489241)",36709.0
NO,35.845742011103745,-118.85737535624716,36.57091430223214,35.12048201416247,-117.9666745590061,-119.74807615348823,310,0,"(35.845742011103745, -118.85737535624716)",1108069.0
NO,35.85895115022855,-120.63892463393366,36.58412183728499,35.133692744245245,-119.74807611767673,-121.52977315019058,311,0,"(35.85895115022855, -120.63892463393366)",306026.0
NO,35.872166667945024,-122.42076951747666,36.59733574992193,35.14690985393972,-121.52977311432656,-123.31176592062675,312,0,"(35.872166667945024, -122.42076951747666)",0.0
NO,36.96181668063755,-75.29265800445302,37.686852651563456,36.23669196230635,-74.38912940458236,-76.19618660432367,319,0,"(36.96181668063755, -75.29265800445302)",384033.0
NO,36.97557233199331,-77.09987772733089,37.700606613250734,36.25044929133497,-76.19618656377614,-78.00356889088565,320,0,"(36.97557233199331, -77.09987772733089)",2225726.0
NO,36.989334816952955,-78.90742276911206,37.71436740748134,36.26421345504265,-78.0035688502758,-79.81127668794832,321,0,"(36.989334816952955, -78.90742276911206)",591485.0
NO,37.0031041413528,-80.71529351330456,37.728135040090926,36.277984459266406,-79.81127664727602,-81.6193103793331,322,0,"(37.0031041413528, -80.71529351330456)",793158.0
NO,37.016880311037816,-82.52349034404384,37.741909516923826,36.29176230985188,-81.6193103385982,-83.42767034948947,323,0,"(37.016880311037816, -82.52349034404384)",732804.0
NO,37.030663331861696,-84.33201364609417,37.75569084383306,36.30554701265347,-83.42767030869186,-85.23635698349648,324,0,"(37.030663331861696, -84.33201364609417)",518028.0
NO,37.044453209686814,-86.14086380485001,37.76947902668036,36.31933857353423,-85.23635694263601,-87.04537066706402,325,0,"(37.044453209686814, -86.14086380485001)",665802.0
NO,37.05824995038427,-87.95004120633743,37.78327407133615,36.333136998365944,-87.04537062614055,-88.85471178653431,326,0,"(37.05824995038427, -87.95004120633743)",535789.0
NO,37.07205355983393,-89.75954623721549,37.79707598367964,36.34694229302913,-88.85471174554772,-90.66438072888326,327,0,"(37.07205355983393, -89.75954623721549)",340050.0
NO,37.08586404392439,-91.56937928477767,37.810884769598786,36.36075446341313,-90.66438068783341,-92.47437788172192,328,0,"(37.08586404392439, -91.56937928477767)",147995.0
NO,37.09968140855303,-93.37954073695327,37.82470043499032,36.37457351541597,-92.47437784060868,-94.28470363329787,329,0,"(37.09968140855303, -93.37954073695327)",676200.0
NO,37.11350565962605,-95.19003098230885,37.83852298575973,36.38839945494454,-94.2847035921211,-96.0953583724966,330,0,"(37.11350565962605, -95.19003098230885)",433888.0
NO,37.12733680305845,-97.00085041004961,37.852352427821415,36.402232287914565,-96.09535833125618,-97.90634248884304,331,0,"(37.12733680305845, -97.00085041004961)",654351.0
NO,37.14117484477408,-98.81199941002083,37.86618876709853,36.41607202025054,-97.90634244753882,-99.71765637250284,332,0,"(37.14117484477408, -98.81199941002083)",42343.0
NO,37.155019790705644,-100.62347837270931,37.880032009523134,36.42991865788587,-99.71765633113468,-101.52930041428395,333,0,"(37.155019790705644, -100.62347837270931)",59531.0
NO,37.16887164679472,-102.43528768924482,37.893882161036146,36.44377220676283,-101.52930037285171,-103.34127500563793,334,0,"(37.16887164679472, -102.43528768924482)",14627.0
NO,37.18273041899179,-104.24742775140146,37.90773922758736,36.45763267283259,-103.34127496414148,-105.15358053866144,335,0,"(37.18273041899179, -104.24742775140146)",28539.0
NO,37.19659611325623,-106.05989895159921,37.921603215135534,36.4715000620552,-105.15358049710066,-106.96621740609775,336,0,"(37.19659611325623, -106.05989895159921)",49970.0
NO,37.21046873555638,-107.87270168290526,37.93547412964831,36.485374380399726,-106.96621736447247,-108.77918600133805,337,0,"(37.21046873555638, -107.87270168290526)",187074.0
NO,37.22434829186951,-109.68583633903556,37.94935197710233,36.49925563384409,-108.77918595964815,-110.59248671842298,338,0,"(37.22434829186951, -109.68583633903556)",30673.0
NO,37.238234788181884,-111.4993033143562,37.96323676348315,36.51314382837527,-110.59248667666832,-112.40611995204408,339,0,"(37.238234788181884, -111.4993033143562)",22026.0
NO,37.252128230488744,-113.31310300388489,37.9771284947854,36.527038969989185,-112.40611991022452,-114.22008609754526,340,0,"(37.252128230488744, -113.31310300388489)",235862.0
NO,37.266028624794345,-115.12723580329246,37.99102717701264,36.5409410646908,-114.22008605566067,-116.03438555092426,341,0,"(37.266028624794345, -115.12723580329246)",3536.0
NO,37.27993597711198,-116.94170210890427,38.00493281617751,36.55485011849409,-116.03438550897448,-117.84901870883405,342,0,"(37.27993597711198, -116.94170210890427)",1112.0
NO,37.293850293464004,-118.75650231770169,38.018845418301694,36.5687661374221,-117.84901866681896,-119.66398596858441,343,0,"(37.293850293464004, -118.75650231770169)",51868.0
NO,37.30777157988183,-120.5716368273236,38.032764989415945,36.582689127506946,-119.66398592650387,-121.47928772814333,344,0,"(37.30777157988183, -120.5716368273236)",1206088.0
NO,37.32169984240598,-122.38710603606785,38.04669153556011,36.59661909478982,-121.47928768599718,-123.29492438613852,345,0,"(37.32169984240598, -122.38710603606785)",6390903.0
NO,38.39193403944786,-74.33155527954685,39.11679323098266,37.66698496395964,-73.41051803490434,-75.25259252418935,351,0,"(38.39193403944786, -74.33155527954685)",100724.0
NO,38.40641360637194,-76.17381342593805,39.13127099733395,37.681466321095726,-75.25259247658458,-77.09503437529152,352,0,"(38.40641360637194, -76.17381342593805)",1337509.0
NO,38.42090064597568,-78.01643920893306,39.14575623523589,37.69595515205825,-77.09503432760893,-78.9378440902572,353,0,"(38.42090064597568, -78.01643920893306)",2241640.0
NO,38.43539516507896,-79.85943308344622,39.160248951507626,37.710451463667795,-78.93784404249661,-80.78102212439583,354,0,"(38.43539516507896, -79.85943308344622)",244368.0
NO,38.449897170512536,-81.70279550518303,39.17474915297926,37.72495526275587,-80.78102207655706,-82.624568933809,355,0,"(38.449897170512536, -81.70279550518303)",713873.0
NO,38.46440666911805,-83.5465269306421,39.1892568464917,37.73946655616484,-82.62456888589189,-84.46848497539231,356,0,"(38.46440666911805, -83.5465269306421)",577296.0
NO,38.47892366774805,-85.39062781711698,39.20377203889682,37.75398535074799,-84.46848492739669,-86.31277070683727,357,0,"(38.47892366774805, -85.39062781711698)",1783338.0
NO,38.493448173266046,-87.23509862269803,39.21829473705742,37.76851165336954,-86.31277065876293,-88.15742658663314,358,0,"(38.493448173266046, -87.23509862269803)",655780.0
NO,38.507980192546505,-89.07993980627437,39.232824947847284,37.78304547090472,-88.15742653847991,-90.00245307406882,359,0,"(38.507980192546505, -89.07993980627437)",528622.0
