zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
65630,36.83463,-93.2204,Chestnutridge,MO,Missouri,True,,318.0,10.6,29043,Christian,"{""29043"": 98.14, ""29213"": 1.86}",Christian|Taney,29043|29213,False,False,America/Chicago,"(36.83463, -93.2204)",3.0454003504950724,2966.0,28893_0_yes,36.87859055417623,-93.22439402384838,5.0
65669,36.91339,-93.30137,Highlandville,MO,Missouri,True,,2067.0,19.5,29043,Christian,"{""29043"": 76.07, ""29209"": 23.93}",Christian|Stone,29043|29209,False,False,America/Chicago,"(36.91339, -93.30137)",4.885936951921017,2966.0,28893_0_yes,36.87859055417623,-93.22439402384838,5.0
65754,36.85032,-93.29595,Spokane,MO,Missouri,True,,581.0,11.8,29043,Christian,"{""29043"": 99.38, ""29209"": 0.62}",Christian|Stone,29043|29209,False,False,America/Chicago,"(36.85032, -93.29595)",4.411524571952358,2966.0,28893_0_yes,36.87859055417623,-93.22439402384838,5.0
