zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
68823,41.93653,-99.13255,Burwell,NE,Nebraska,True,,2342.0,1.0,31071,Garfield,"{""31071"": 54.92, ""31115"": 23.82, ""31149"": 10.17, ""31175"": 5.96, ""31089"": 2.93, ""31041"": 2.2}",Garfield|Loup|Rock|Valley|Holt|Custer,31071|31115|31149|31175|31089|31041,False,False,America/Chicago,"(41.93653, -99.13255)",3.7796946418883484,2342.0,39962_0_no,41.8818965453373,-99.12881497030466,5.0
