zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
79758,32.0112,-102.33569,Gardendale,TX,Texas,True,,3425.0,26.1,48135,Ector,"{""48135"": 100}",Ector,48135,False,False,America/Chicago,"(32.0112, -102.33569)",4.092606040586552,65916.0,17473_0_yes,31.954940390142173,-102.35753729236102,5.0
79762,31.92573,-102.35502,Odessa,TX,Texas,True,,45474.0,576.4,48135,Ector,"{""48135"": 100}",Ector,48135,False,False,America/Chicago,"(31.92573, -102.35502)",2.0236354005305235,65916.0,17473_0_yes,31.954940390142173,-102.35753729236102,5.0
79765,31.92205,-102.29878,Odessa,TX,Texas,True,,17017.0,280.4,48329,Midland,"{""48329"": 54.85, ""48135"": 45.15}",Midland|Ector,48329|48135,False,False,America/Chicago,"(31.92205, -102.29878)",4.1271605014035195,65916.0,17473_0_yes,31.954940390142173,-102.35753729236102,5.0
