zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
47240,39.32394,-85.48028,Greensburg,IN,Indiana,True,,21858.0,27.8,18031,Decatur,"{""18031"": 95.54, ""18145"": 1.77, ""18047"": 1.44, ""18137"": 0.91, ""18139"": 0.34}",Decatur|Shelby|Franklin|Ripley|Rush,18031|18145|18047|18137|18139,False,False,America/Indiana/Indianapolis,"(39.32394, -85.48028)",6.184966283972165,21858.0,34304_0_no,39.26349313390049,-85.56559348657693,5.0
