zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
38583,35.94649,-85.43781,Sparta,TN,Tennessee,True,,24906.0,26.4,47185,White,"{""47185"": 81.3, ""47041"": 5.87, ""47141"": 5.59, ""47035"": 4.88, ""47175"": 2.36}",White|DeKalb|Putnam|Cumberland|Van Buren,47185|47041|47141|47035|47175,False,False,America/Chicago,"(35.94649, -85.43781)",5.603123597412592,24906.0,26874_0_yes,36.00306207854732,-85.36601344162058,5.0
