zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
82701,43.71185,-104.4451,Newcastle,WY,Wyoming,True,,5164.0,1.1,56045,Weston,"{""56045"": 76.6, ""56027"": 9.34, ""56005"": 6.18, ""46033"": 4.38, ""46103"": 3.5}",Weston|Niobrara|Campbell|Custer|Pennington,56045|56027|56005|46033|46103,False,False,America/Denver,"(43.71185, -104.4451)",1.1813075235786281,5164.0,43618_0_yes,43.69660408565547,-104.4343960020176,5.0
