zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
21071,39.48516,-76.8081,Glyndon,MD,Maryland,True,,454.0,116.8,24005,Baltimore,"{""24005"": 100}",Baltimore,24005,False,False,America/New_York,"(39.48516, -76.8081)",4.3297275050955415,52097.0,34889_0_no,39.54614089556804,-76.78939557977637,5.0
21074,39.61746,-76.84351,Hampstead,MD,Maryland,True,,14933.0,153.0,24013,Carroll,"{""24013"": 70.66, ""24005"": 29.34}",Carroll|Baltimore,24013|24005,False,False,America/New_York,"(39.61746, -76.84351)",5.708418559578087,52097.0,34889_0_no,39.54614089556804,-76.78939557977637,5.0
21136,39.48851,-76.80888,Reisterstown,MD,Maryland,True,,34347.0,236.0,24005,Baltimore,"{""24005"": 96.26, ""24013"": 3.74}",Baltimore|Carroll,24005|24013,False,False,America/New_York,"(39.48851, -76.80888)",4.115119754877024,52097.0,34889_0_no,39.54614089556804,-76.78939557977637,5.0
21155,39.57183,-76.80597,Upperco,MD,Maryland,True,,2363.0,41.2,24005,Baltimore,"{""24005"": 89.0, ""24013"": 11.0}",Baltimore|Carroll,24005|24013,False,False,America/New_York,"(39.57183, -76.80597)",1.98241145840572,52097.0,34889_0_no,39.54614089556804,-76.78939557977637,5.0
