zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
31743,31.90089,-84.00604,De Soto,GA,Georgia,True,,326.0,1.9,13177,Lee,"{""13177"": 60.35, ""13261"": 39.65}",Lee|Sumter,13177|13261,False,False,America/New_York,"(31.90089, -84.00604)",5.133728671627664,326.0,17352_0_no,31.870107586240074,-83.92639751810599,5.0
