zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
48838,43.18268,-85.25943,Greenville,MI,Michigan,True,,17573.0,72.9,26117,Montcalm,"{""26117"": 77.28, ""26081"": 21.26, ""26067"": 1.46}",Montcalm|Kent|Ionia,26117|26081|26067,False,False,America/Detroit,"(43.18268, -85.25943)",6.577061885113444,23463.0,42631_0_yes,43.24566394120739,-85.3573644287885,5.0
49326,43.25069,-85.32083,Gowen,MI,Michigan,True,,4257.0,68.2,26081,Kent,"{""26081"": 61.73, ""26117"": 38.27}",Kent|Montcalm,26081|26117,False,False,America/Detroit,"(43.25069, -85.32083)",1.8711801595012312,23463.0,42631_0_yes,43.24566394120739,-85.3573644287885,5.0
49347,43.31488,-85.34352,Trufant,MI,Michigan,True,,1633.0,35.5,26117,Montcalm,"{""26117"": 97.01, ""26081"": 2.99}",Montcalm|Kent,26117|26081,False,False,America/Detroit,"(43.31488, -85.34352)",4.832809957841964,23463.0,42631_0_yes,43.24566394120739,-85.3573644287885,5.0
