zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
12028,42.94545,-73.44213,Buskirk,NY,New York,True,,707.0,11.5,36115,Washington,"{""36115"": 52.78, ""36083"": 47.22}",Washington|Rensselaer,36115|36083,False,False,America/New_York,"(42.94545, -73.44213)",5.631128304707153,4974.0,41946_0_no,42.87357961354361,-73.49460039648199,5.0
12094,42.89091,-73.48737,Johnsonville,NY,New York,True,,2260.0,27.5,36083,Rensselaer,"{""36083"": 85.42, ""36115"": 14.58}",Rensselaer|Washington,36083|36115,False,False,America/New_York,"(42.89091, -73.48737)",1.2521210034998869,4974.0,41946_0_no,42.87357961354361,-73.49460039648199,5.0
12185,42.90102,-73.53507,Valley Falls,NY,New York,True,,2007.0,34.0,36083,Rensselaer,"{""36083"": 75.86, ""36115"": 24.14}",Rensselaer|Washington,36083|36115,False,False,America/New_York,"(42.90102, -73.53507)",2.7914130667449317,4974.0,41946_0_no,42.87357961354361,-73.49460039648199,5.0
