zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
57032,43.42326,-96.68708,Harrisburg,SD,South Dakota,True,,8536.0,67.5,46083,Lincoln,"{""46083"": 99.9, ""19119"": 0.1}",Lincoln|Lyon,46083|19119,False,False,America/Chicago,"(43.42326, -96.68708)",5.137791593949095,19565.0,42986_0_yes,43.40035277768366,-96.78446510991488,5.0
57039,43.33659,-96.86755,Lennox,SD,South Dakota,True,,3796.0,15.9,46083,Lincoln,"{""46083"": 92.11, ""46125"": 7.89}",Lincoln|Turner,46083|46125,False,False,America/Chicago,"(43.33659, -96.86755)",6.068315286070383,19565.0,42986_0_yes,43.40035277768366,-96.78446510991488,5.0
57064,43.45563,-96.87489,Tea,SD,South Dakota,True,,7233.0,109.0,46083,Lincoln,"{""46083"": 85.67, ""46125"": 14.33}",Lincoln|Turner,46083|46125,False,False,America/Chicago,"(43.45563, -96.87489)",5.930827220345911,19565.0,42986_0_yes,43.40035277768366,-96.78446510991488,5.0
