zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
78113,28.94563,-98.13611,Falls City,TX,Texas,True,,3253.0,4.2,48493,Wilson,"{""48493"": 40.11, ""48013"": 31.77, ""48255"": 28.11}",Wilson|Atascosa|Karnes,48493|48013|48255,False,False,America/Chicago,"(28.94563, -98.13611)",3.528761766884874,3253.0,10042_0_yes,28.90509504056645,-98.10061242005088,5.0
