zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
67525,38.57205,-98.57111,Claflin,KS,Kansas,True,,970.0,3.0,20009,Barton,"{""20009"": 97.56, ""20159"": 2.44}",Barton|Rice,20009|20159,False,False,America/Chicago,"(38.57205, -98.57111)",3.4386770602624575,970.0,32805_0_yes,38.62180735164195,-98.5697611516744,5.0
