zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
48421,43.15321,-83.39262,Columbiaville,MI,Michigan,True,,6287.0,58.6,26087,Lapeer,"{""26087"": 95.12, ""26049"": 4.88}",Lapeer|Genesee,26087|26049,False,False,America/Detroit,"(43.15321, -83.39262)",5.546424345754392,42613.0,42323_0_yes,43.09926904327239,-83.4740755384247,5.0
48423,43.03982,-83.51404,Davison,MI,Michigan,True,,31766.0,190.3,26049,Genesee,"{""26049"": 98.75, ""26087"": 1.25}",Genesee|Lapeer,26049|26087,False,False,America/Detroit,"(43.03982, -83.51404)",4.576123211731068,42613.0,42323_0_yes,43.09926904327239,-83.4740755384247,5.0
48463,43.16418,-83.52202,Otisville,MI,Michigan,True,,4560.0,52.8,26049,Genesee,"{""26049"": 99.76, ""26087"": 0.24}",Genesee|Lapeer,26049|26087,False,False,America/Detroit,"(43.16418, -83.52202)",5.094986586592354,42613.0,42323_0_yes,43.09926904327239,-83.4740755384247,5.0
