zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
67861,38.46768,-101.38914,Leoti,KS,Kansas,True,,1942.0,1.3,20203,Wichita,"{""20203"": 93.82, ""20109"": 5.92, ""20199"": 0.26}",Wichita|Logan|Wallace,20203|20109|20199,False,False,America/Chicago,"(38.46768, -101.38914)",5.191931841983644,1942.0,32479_0_no,38.40665316775183,-101.3331658884734,5.0
