zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
43512,41.30309,-84.35874,Defiance,OH,Ohio,True,,28172.0,50.0,39039,Defiance,"{""39039"": 92.95, ""39125"": 6.03, ""39069"": 1.02}",Defiance|Paulding|Henry,39039|39125|39069,False,False,America/New_York,"(41.30309, -84.35874)",1.1008586333238655,28172.0,38663_0_no,41.29022477647906,-84.3712504253244,5.0
