zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
62420,39.29065,-88.0005,Casey,IL,Illinois,True,,4510.0,14.1,17023,Clark,"{""17023"": 56.86, ""17035"": 36.11, ""17029"": 5.49, ""17079"": 1.54}",Clark|Cumberland|Coles|Jasper,17023|17035|17029|17079,False,False,America/Chicago,"(39.29065, -88.0005)",3.6555426906331894,4510.0,34339_0_yes,39.33785812288571,-88.03137391467638,5.0
