zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
58649,46.13762,-102.90857,Reeder,ND,North Dakota,True,,319.0,0.5,38001,Adams,"{""38001"": 72.68, ""38041"": 11.1, ""46063"": 9.4, ""38011"": 4.71, ""38087"": 2.11}",Adams|Hettinger|Harding|Bowman|Slope,38001|38041|46063|38011|38087,False,False,America/Denver,"(46.13762, -102.90857)",4.357740781322697,319.0,48510_0_no,46.08393272509692,-102.86082660699672,5.0
