zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
27502,35.72123,-78.90828,Apex,NC,North Carolina,True,,43345.0,590.8,37183,Wake,"{""37183"": 79.53, ""37037"": 20.47}",Wake|Chatham,37183|37037,False,False,America/New_York,"(35.72123, -78.90828)",1.5013520845517363,61858.0,26174_0_yes,35.70842676365775,-78.92990342679433,5.0
27523,35.77102,-78.95367,Apex,NC,North Carolina,True,,14946.0,149.7,37037,Chatham,"{""37037"": 70.39, ""37183"": 29.61}",Chatham|Wake,37037|37183,False,False,America/New_York,"(35.77102, -78.95367)",4.525512917716024,61858.0,26174_0_yes,35.70842676365775,-78.92990342679433,5.0
27562,35.64157,-78.98141,New Hill,NC,North Carolina,True,,3567.0,25.4,37037,Chatham,"{""37037"": 60.07, ""37183"": 39.93}",Chatham|Wake,37037|37183,False,False,America/New_York,"(35.64157, -78.98141)",5.449397011085745,61858.0,26174_0_yes,35.70842676365775,-78.92990342679433,5.0
