zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
44846,41.31589,-82.60832,Milan,OH,Ohio,True,,3407.0,58.9,39043,Erie,"{""39043"": 97.24, ""39077"": 2.76}",Erie|Huron,39043|39077,False,False,America/New_York,"(41.31589, -82.60832)",2.5669156364927206,30614.0,38654_0_no,41.28878193311096,-82.64213659117348,5.0
44847,41.23025,-82.70821,Monroeville,OH,Ohio,True,,3561.0,20.1,39077,Huron,"{""39077"": 76.24, ""39043"": 23.76}",Huron|Erie,39077|39043,False,False,America/New_York,"(41.23025, -82.70821)",5.304032238848336,30614.0,38654_0_no,41.28878193311096,-82.64213659117348,5.0
44857,41.21785,-82.58212,Norwalk,OH,Ohio,True,,23646.0,111.9,39077,Huron,"{""39077"": 97.43, ""39043"": 2.57}",Huron|Erie,39077|39043,False,False,America/New_York,"(41.21785, -82.58212)",5.808453330108592,30614.0,38654_0_no,41.28878193311096,-82.64213659117348,5.0
