zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
56684,47.87109,-95.70401,Trail,MN,Minnesota,True,,279.0,0.9,27119,Polk,"{""27119"": 62.13, ""27113"": 33.0, ""27125"": 4.87}",Polk|Pennington|Red Lake,27119|27113|27125,False,False,America/Chicago,"(47.87109, -95.70401)",1.500215579522839,1267.0,51852_0_yes,47.886137847178574,-95.72734789917916,5.0
56742,47.92728,-95.82076,Oklee,MN,Minnesota,True,,988.0,3.5,27125,Red Lake,"{""27125"": 68.8, ""27113"": 27.15, ""27119"": 4.05}",Red Lake|Pennington|Polk,27125|27113|27119,False,False,America/Chicago,"(47.92728, -95.82076)",5.176784805883625,1267.0,51852_0_yes,47.886137847178574,-95.72734789917916,5.0
