zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
48815,42.84155,-85.25387,Clarksville,MI,Michigan,True,,2362.0,34.0,26067,Ionia,"{""26067"": 98.06, ""26081"": 1.94}",Ionia|Kent,26067|26081,False,False,America/Detroit,"(42.84155, -85.25387)",4.191965265586207,29696.0,42006_0_no,42.88374647183448,-85.31334431641159,5.0
49302,42.82307,-85.39871,Alto,MI,Michigan,True,,9216.0,71.2,26081,Kent,"{""26081"": 99.78, ""26067"": 0.22}",Kent|Ionia,26081|26067,False,False,America/Detroit,"(42.82307, -85.39871)",6.022650451450965,29696.0,42006_0_no,42.88374647183448,-85.31334431641159,5.0
49331,42.95161,-85.35139,Lowell,MI,Michigan,True,,18118.0,76.5,26081,Kent,"{""26081"": 78.74, ""26067"": 21.26}",Kent|Ionia,26081|26067,False,False,America/Detroit,"(42.95161, -85.35139)",5.068723972860664,29696.0,42006_0_no,42.88374647183448,-85.31334431641159,5.0
