Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop
NO,27.35957986512923,-80.13986868126395,30.98949850860889,23.727774986083865,-76.07473090553509,-84.2050064569928,1,0,"(27.35957986512923, -80.13986868126395)",19485141.0
NO,27.598286587199325,-88.27884174910355,31.228075544521413,23.96660042575366,-84.20496207032153,-92.35272142788557,2,0,"(27.598286587199325, -88.27884174910355)",3959299.0
NO,27.839429277377747,-96.43549661823015,31.469086561606932,24.20786384380396,-92.35267583429825,-100.51831740216204,3,0,"(27.839429277377747, -96.43549661823015)",16110173.0
NO,28.083043510854324,-104.61023740951772,31.712567104765007,24.45160084902804,-100.51827055842739,-108.70220426060806,4,0,"(28.083043510854324, -104.61023740951772)",59409.0
NO,28.329165720796233,-112.80347998050962,31.958553576430532,24.697847908761947,-108.70215612147582,-116.90480383954342,5,0,"(28.329165720796233, -112.80347998050962)",42918.0
NO,34.228360710961496,-76.95581612941317,37.854319778575125,30.60025544489022,-72.59176346913229,-81.31986878969404,8,0,"(34.228360710961496, -76.95581612941317)",15264744.0
NO,34.54199718792467,-85.70006652024458,38.16776602508464,30.914073151589736,-81.3197737350507,-90.08035930543845,9,0,"(34.54199718792467, -85.70006652024458)",26588847.0
NO,34.859331125420326,-94.47724282029162,38.484906832468944,31.231591377146422,-90.08026089171364,-98.87422474886961,10,0,"(34.859331125420326, -94.47724282029162)",18864316.0
NO,35.180434639712054,-103.28825991767056,38.805814273912056,31.552882289351114,-98.87412281181425,-107.70239702352687,11,0,"(35.180434639712054, -103.28825991767056)",3532087.0
NO,35.505382305840705,-112.13406760038264,39.13056288080637,31.87802051567427,-107.70229138829896,-116.56584381246631,12,0,"(35.505382305840705, -112.13406760038264)",9704831.0
NO,35.83425128223676,-121.01565237372661,39.45922976736173,32.20708326789693,-116.56573429277638,-125.46557045467684,13,0,"(35.83425128223676, -121.01565237372661)",33175772.0
NO,41.019050406065034,-72.47058894025699,44.64078031577482,37.39503882686569,-67.69196761704468,-77.2492102634693,14,0,"(41.019050406065034, -72.47058894025699)",50123054.0
NO,41.41992188560637,-82.05675722581215,45.04139741522308,37.79616065594043,-77.24900562767698,-86.86450882394732,15,0,"(41.41992188560637, -82.05675722581215)",32778075.0
NO,41.82648935693231,-91.70219779490881,45.447706673489996,38.20298271075778,-86.86429440233914,-96.54010118747848,16,0,"(41.82648935693231, -91.70219779490881)",30078880.0
NO,42.238906912865495,-101.40900547309147,45.85986212926439,38.61565915717533,-96.53987631259615,-106.27813463358679,17,0,"(42.238906912865495, -101.40900547309147)",3226528.0
NO,42.6573361143024,-111.17938369508326,46.27802528878486,39.0343516305481,-106.27789857757269,-116.08086881259383,18,0,"(42.6573361143024, -111.17938369508326)",4089809.0
NO,43.08194652180423,-121.01565237372661,46.70236565744498,39.45922976736173,-116.08062078032897,-125.95068396712425,19,0,"(43.08194652180423, -121.01565237372661)",6879433.0
YES,24.15988869913703,-93.23234103578106,27.791478202914767,20.526572458877936,-89.2743952426371,-97.19028682892503,0,0,"(24.15988869913703, -93.23234103578106)",0.0
YES,24.366888198854763,-101.15459602139606,27.998373622245694,20.7336650380754,-97.19025605120123,-105.11893599159089,1,0,"(24.366888198854763, -101.15459602139606)",1210999.0
YES,30.579900860497897,-74.24988811535344,34.20801784956086,26.949761118114047,-70.05734503871115,-78.44243119199574,5,0,"(30.579900860497897, -74.24988811535344)",0.0
YES,30.85241237697739,-82.64667371788823,34.48037209456195,27.222419515256504,-78.4423676604393,-86.85097977533717,6,0,"(30.85241237697739, -82.64667371788823)",24807477.0
YES,31.127884394315974,-91.06727518233181,34.75568443480754,27.498040894739813,-86.8509143010951,-95.28363606356852,7,0,"(31.127884394315974, -91.06727518233181)",10428491.0
YES,31.406366168545684,-99.51228565085754,35.034004090023,27.776674554174004,-95.28356856634413,-103.74100273537094,8,0,"(31.406366168545684, -99.51228565085754)",17782137.0
YES,31.687908352685422,-107.98231775201765,35.31538167640929,28.058371188865163,-103.74093313051111,-112.22370237352419,9,0,"(31.687908352685422, -107.98231775201765)",4283572.0
YES,31.97256305619851,-116.47800445953257,35.59986926609531,28.343182951286177,-112.223630571724,-120.73237834734114,10,0,"(31.97256305619851, -116.47800445953257)",22730158.0
YES,32.260383907789496,-125.0,35.88752044992953,28.631163513887042,-120.73230425432433,-129.26769574567567,11,0,"(32.260383907789496, -125.0)",0.0
YES,37.333782640219816,-69.76152410052981,40.957832389439744,33.70750914756007,-65.2250527264844,-74.29799547457522,12,0,"(37.333782640219816, -69.76152410052981)",0.0
YES,37.685331464896564,-78.85556789981287,41.309161933970415,34.05927011437858,-74.29786112214329,-83.41327467748245,13,0,"(37.685331464896564, -78.85556789981287)",38291898.0
YES,38.04136736052179,-87.99272767473138,41.6649752215871,34.415521733022175,-83.41313490263548,-92.57232044682729,14,0,"(38.04136736052179, -87.99272767473138)",25980641.0
