Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop
YES,38.4019914488403,-97.17433249412287,42.02537332550636,34.77636518605491,-92.57217494195879,-101.77649004628694,15,0,"(38.4019914488403, -97.17433249412287)",11309554.0
YES,38.76730889206997,-106.40176948020937,42.39046135883386,35.141905697618796,-101.77633848070806,-111.02720047971067,16,0,"(38.76730889206997, -106.40176948020937)",6716780.0
YES,39.13742913130932,-115.67648731135834,42.760348712973155,35.512252771867495,-111.02704249748078,-120.32593212523591,17,0,"(39.13742913130932, -115.67648731135834)",6081496.0
YES,39.51246614347371,-125.0,43.13514931456401,35.887520449929546,-120.32576734274694,-129.67423265725304,18,0,"(39.51246614347371, -125.0)",12558417.0
YES,44.42298634471111,-73.51578668492375,48.04255284637032,40.801118249853715,-68.4698796375931,-78.56169373225441,19,0,"(44.42298634471111, -73.51578668492375)",26290550.0
YES,44.87464511699654,-83.64639960652205,48.49392476225201,41.25306367567828,-78.5613871487199,-88.7314120643242,20,0,"(44.87464511699654, -83.64639960652205)",12930302.0
YES,45.33348962065363,-93.85678122967855,48.95247812613598,41.71219969890825,-88.73108811951799,-98.9824743398391,21,0,"(45.33348962065363, -93.85678122967855)",9317279.0
YES,45.799752657036954,-104.15017629847904,49.418445681579605,42.178759206790644,-98.98213161645845,-109.31822098049963,22,0,"(45.799752657036954, -104.15017629847904)",1172836.0
YES,46.27368061120017,-114.53002895034213,49.89207375551481,42.652988672130064,-109.3178579072668,-119.74219999341746,23,0,"(46.27368061120017, -114.53002895034213)",3548979.0
YES,46.755534613097424,-125.0,50.373623419492546,43.13514931456401,-119.74181482400994,-130.25818517599006,24,0,"(46.755534613097424, -125.0)",9584917.0
