zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
28464,34.77661,-78.01854,Teachey,NC,North Carolina,True,,2827.0,44.8,37061,Duplin,"{""37061"": 100}",Duplin,37061,False,False,America/New_York,"(34.77661, -78.01854)",9.95268984469379,23699.0,6071_0_yes,34.8039369726576,-77.84632482068318,10.0
28466,34.73219,-77.8954,Wallace,NC,North Carolina,True,,9172.0,19.8,37061,Duplin,"{""37061"": 63.07, ""37141"": 36.93}",Duplin|Pender,37061|37141,False,False,America/New_York,"(34.73219, -77.8954)",5.6861902097790376,23699.0,6071_0_yes,34.8039369726576,-77.84632482068318,10.0
28518,34.89678,-77.75569,Beulaville,NC,North Carolina,True,,9442.0,38.1,37061,Duplin,"{""37061"": 88.8, ""37133"": 11.2}",Duplin|Onslow,37061|37133,False,False,America/New_York,"(34.89678, -77.75569)",8.219530559461981,23699.0,6071_0_yes,34.8039369726576,-77.84632482068318,10.0
28521,34.82136,-77.73684,Chinquapin,NC,North Carolina,True,,2258.0,21.1,37061,Duplin,"{""37061"": 96.4, ""37133"": 3.6}",Duplin|Onslow,37061|37133,False,False,America/New_York,"(34.82136, -77.73684)",6.326368333198902,23699.0,6071_0_yes,34.8039369726576,-77.84632482068318,10.0
