zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
83421,44.00349,-111.54057,Chester,ID,Idaho,True,,293.0,9.7,16043,Fremont,"{""16043"": 100}",Fremont,16043,False,False,America/Boise,"(44.00349, -111.54057)",3.310264739228046,12233.0,11207_0_no,43.98091744629014,-111.5993095944628,10.0
83436,43.8588,-111.46665,Newdale,ID,Idaho,True,,717.0,2.8,16065,Madison,"{""16065"": 75.96, ""16081"": 17.51, ""16043"": 6.53}",Madison|Teton|Fremont,16065|16081|16043,False,False,America/Boise,"(43.8588, -111.46665)",10.71363134915737,12233.0,11207_0_no,43.98091744629014,-111.5993095944628,10.0
83445,44.07014,-111.73075,Saint Anthony,ID,Idaho,True,,7799.0,10.0,16043,Fremont,"{""16043"": 99.73, ""16065"": 0.27}",Fremont|Madison,16043|16065,False,False,America/Boise,"(44.07014, -111.73075)",8.980210767915027,12233.0,11207_0_no,43.98091744629014,-111.5993095944628,10.0
83448,43.85082,-111.70529,Sugar City,ID,Idaho,True,,2814.0,37.7,16065,Madison,"{""16065"": 98.04, ""16043"": 1.96}",Madison|Fremont,16065|16043,False,False,America/Boise,"(43.85082, -111.70529)",10.422286598445355,12233.0,11207_0_no,43.98091744629014,-111.5993095944628,10.0
83451,43.86595,-111.63489,Teton,ID,Idaho,True,,610.0,14.2,16065,Madison,"{""16065"": 66.47, ""16043"": 33.53}",Madison|Fremont,16065|16043,False,False,America/Boise,"(43.86595, -111.63489)",8.138453054446881,12233.0,11207_0_no,43.98091744629014,-111.5993095944628,10.0
