zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
92301,34.65183,-117.52617,Adelanto,CA,California,True,,34791.0,59.8,6071,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles,"(34.65183, -117.52617)",5.787642456893391,42574.0,6176_0_no,34.71634297081772,-117.46119427014652,10.0
92342,34.76078,-117.33795,Helendale,CA,California,True,,6725.0,26.4,6071,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles,"(34.76078, -117.33795)",7.641537989221592,42574.0,6176_0_no,34.71634297081772,-117.46119427014652,10.0
92368,34.65508,-117.30893,Oro Grande,CA,California,True,,1058.0,8.2,6071,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles,"(34.65508, -117.30893)",9.630884228937514,42574.0,6176_0_no,34.71634297081772,-117.46119427014652,10.0
