zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
42406,37.77792,-87.74496,Corydon,KY,Kentucky,True,,2763.0,9.7,21101,Henderson,"{""21101"": 100}",Henderson,21101,False,False,America/Chicago,"(37.77792, -87.74496)",4.35333419133448,13661.0,7752_0_yes,37.715067182697,-87.75052188821437,10.0
42437,37.66234,-87.92067,Morganfield,KY,Kentucky,True,,8069.0,18.4,21225,Union,"{""21225"": 97.09, ""21233"": 2.91}",Union|Webster,21225|21233,False,False,America/Chicago,"(37.66234, -87.92067)",9.991016447579257,13661.0,7752_0_yes,37.715067182697,-87.75052188821437,10.0
42461,37.78668,-87.88807,Uniontown,KY,Kentucky,True,,1134.0,13.8,21225,Union,"{""21225"": 98.75, ""21101"": 1.25}",Union|Henderson,21225|21101,False,False,America/Chicago,"(37.78668, -87.88807)",8.997115042303564,13661.0,7752_0_yes,37.715067182697,-87.75052188821437,10.0
42462,37.74123,-87.79834,Waverly,KY,Kentucky,True,,1695.0,13.4,21225,Union,"{""21225"": 68.05, ""21101"": 31.95}",Union|Henderson,21225|21101,False,False,America/Chicago,"(37.74123, -87.79834)",3.177455225784275,13661.0,7752_0_yes,37.715067182697,-87.75052188821437,10.0
