zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Coord,distance_miles,market_total_population,market_id,market_center_lat,market_center_lng,radius_miles
38721,32.96598,-90.75876,Anguilla,MS,Mississippi,True,,891.0,2.7,28125,Sharkey,"{""28125"": 100}",Sharkey,28125,False,False,America/Chicago,"(32.96598, -90.75876)",165.33173836234292,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
38744,33.03066,-91.05371,Glen Allan,MS,Mississippi,True,,435.0,2.4,28151,Washington,"{""28151"": 70.97, ""28055"": 29.03}",Washington|Issaquena,28151|28055,False,False,America/Chicago,"(33.03066, -91.05371)",161.13947571766562,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
38745,32.98592,-91.00499,Grace,MS,Mississippi,True,,162.0,6.0,28055,Issaquena,"{""28055"": 100}",Issaquena,28055,False,False,America/Chicago,"(32.98592, -91.00499)",159.59689570173046,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
38765,33.0493,-90.8896,Panther Burn,MS,Mississippi,True,,103.0,5.3,28125,Sharkey,"{""28125"": 100}",Sharkey,28125,False,False,America/Chicago,"(33.0493, -90.8896)",166.5620868743848,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39039,32.82216,-90.22757,Benton,MS,Mississippi,True,,2108.0,5.7,28163,Yazoo,"{""28163"": 100}",Yazoo,28163,False,False,America/Chicago,"(32.82216, -90.22757)",175.8492783179172,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39040,32.63907,-90.41314,Bentonia,MS,Mississippi,True,,3209.0,7.1,28163,Yazoo,"{""28163"": 100}",Yazoo,28163,False,False,America/Chicago,"(32.63907, -90.41314)",159.23166057118112,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39041,32.41757,-90.47273,Bolton,MS,Mississippi,True,,3889.0,12.2,28049,Hinds,"{""28049"": 99.58, ""28089"": 0.42}",Hinds|Madison,28049|28089,False,False,America/Chicago,"(32.41757, -90.47273)",145.74927988719264,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39042,32.2135,-89.88966,Brandon,MS,Mississippi,True,,36793.0,66.3,28121,Rankin,"{""28121"": 98.73, ""28129"": 1.27}",Rankin|Smith,28121|28129,False,False,America/Chicago,"(32.2135, -89.88966)",163.56596812214704,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39044,32.02869,-89.97161,Braxton,MS,Mississippi,True,,3604.0,9.9,28127,Simpson,"{""28127"": 59.26, ""28121"": 40.74}",Simpson|Rankin,28127|28121,False,False,America/Chicago,"(32.02869, -89.97161)",152.85930731791188,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
39045,32.78735,-89.8173,Camden,MS,Mississippi,True,,1825.0,6.3,28089,Madison,"{""28089"": 100}",Madison,28089,False,False,America/Chicago,"(32.78735, -89.8173)",191.03022903107214,6350352.0,17_0_no,30.916232104672165,-92.21388340323185,150.0
