Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop,market_id,Market_Units_Total,Dealers_to_CenterPop_Ratio,Units_to_CenterPop_Ratio,Units_per_Dealer_Avg,Market_Inventory_Total,Market_Dealers_Total,Inventory_per_Person,Dealers_per_Person,People_per_Car,People_per_Dealer
NO,45.83115461140207,-73.29495262675886,47.27889912067807,44.383041636882574,-71.22415099994102,-75.3657542535767,118,0,"(45.83115461140207, -73.29495262675886)",397905.0,118_0_no,34.0,8.544753144594816e-05,8.544753144594816e-05,1.0,4584.0,114.0,0.01152033776906548,0.00028650054661288497,86.80301047120419,3490.3947368421054
NO,45.90637501956425,-77.43934489644843,47.35410040972203,44.45828119999831,-75.36575059416413,-79.51293919873274,119,0,"(45.90637501956425, -77.43934489644843)",0.0,119_0_no,1.0,0.0,0.0,1.0,51.0,6.0,0.0,0.0,0.0,0.0
NO,45.98179221899126,-81.58934097812148,47.42949844296614,44.53371760408564,-79.5129355051524,-83.66574645109057,120,0,"(45.98179221899126, -81.58934097812148)",1012.0,120_0_no,2.0,0.0019762845849802,0.0019762845849802,1.0,247.0,7.0,0.2440711462450593,0.00691699604743083,4.097165991902834,144.57142857142858
NO,46.05740725951006,-85.74497804458582,47.50509427012707,44.60935189910199,-83.66574272289088,-87.82421336628076,121,0,"(46.05740725951006, -85.74497804458582)",455622.0,121_0_no,30.0,6.584405494027945e-05,6.584405494027945e-05,1.0,3682.0,110.0,0.00808126034300363,0.00024142820144769128,123.74307441607822,4142.018181818182
NO,46.13322120082399,-89.90629363678768,47.580888950797615,44.68518514488156,-87.82420960300237,-91.988377670573,122,0,"(46.13322120082399, -89.90629363678768)",532566.0,122_0_no,65.0,0.0001220506003011,0.0001220506003011,1.0,7184.0,187.0,0.013489407885595401,0.000351130188558789,74.13223830734967,2847.946524064171
NO,46.20923511264599,-94.07332566885684,47.65688355458001,44.76121841126851,-91.98837387174858,-96.15827746596511,123,0,"(46.209235112645985, -94.07332566885685)",3548929.0,123_0_no,196.0,5.522792932741117e-05,5.522792932741117e-05,1.0,41558.0,653.0,0.011710011668308946,0.0001839991727081607,85.39701140574618,5434.807044410413
NO,46.285450074834,-98.2461124332408,47.73307916122128,44.8374527782524,-96.15827363111929,-100.33395123536232,124,0,"(46.285450074833996, -98.24611243324081)",419966.0,124_0_no,34.0,8.095893477091003e-05,8.095893477091003e-05,1.0,3249.0,84.0,0.00773634056090255,0.00020001619178695417,129.26008002462297,4999.5952380952385
NO,46.36186717752887,-102.42469260592962,47.80947686075117,44.91388933610609,-100.33394736401137,-104.51543784784788,125,0,"(46.36186717752887, -102.42469260592962)",210856.0,125_0_no,11.0,5.216830443525439e-05,5.216830443525439e-05,1.0,2394.0,48.0,0.011353720074363546,0.00022764351026292827,88.07685881370092,4392.833333333333
NO,46.43848752129463,-106.60910525177373,47.88607775362236,44.990529185525965,-104.5154339394996,-108.70277656404782,126,0,"(46.438487521294626, -106.60910525177371)",94268.0,126_0_no,9.0,9.547248270887256e-05,9.547248270887256e-05,1.0,2402.0,54.0,0.025480544829634657,0.0005728348962532354,39.24562864279767,1745.7037037037037
NO,46.51531221726122,-110.79938982989653,47.9628829508533,45.06737343777476,-108.70277261820144,-112.8960070415916,127,0,"(46.51531221726122, -110.79938982989651)",377213.0,127_0_no,17.0,4.506737572671144e-05,4.506737572671144e-05,1.0,3795.0,73.0,0.010060628875462935,0.00019352461341470205,99.3973649538867,5167.301369863014
NO,46.59234238726982,-114.99558619920394,48.03989357417346,45.1444232148268,-112.89600305773745,-117.09516934067044,128,0,"(46.59234238726982, -114.99558619920394)",347147.0,128_0_no,23.0,6.625435334310825e-05,6.625435334310825e-05,1.0,5214.0,85.0,0.0150195738404768,0.00024485304496366095,66.57978519370924,4084.0823529411764
NO,46.669579164020746,-119.19773462399304,48.11711075617124,45.221679649515934,-117.09516531828986,-121.3003039296962,129,0,"(46.669579164020746, -119.19773462399303)",1093344.0,129_0_no,46.0,4.20727602657535e-05,4.20727602657535e-05,1.0,12620.0,262.0,0.011542570316387158,0.00023963180847016126,86.63581616481775,4173.0687022900765
NO,46.74702369122396,-123.40587577966168,48.194535640444464,45.299143885686085,-121.30029986826126,-125.5114516910621,130,0,"(46.74702369122396, -123.40587577966168)",6691640.0,130_0_no,179.0,2.674979526693008e-05,2.674979526693008e-05,1.0,61613.0,1094.0,0.00920745885911376,0.0001634875755420196,108.60759904565595,6116.672760511883
NO,48.54761652312887,-66.12968502392795,49.99467339051479,47.10019409012281,-63.95054265490247,-68.30882739295343,131,0,"(48.547616523128866, -66.12968502392795)",0.0,131_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,48.63030362013939,-70.49151933406102,50.07733967936445,47.182902135176526,-68.30882223513514,-72.67421643298691,132,0,"(48.63030362013939, -70.49151933406102)",0.0,132_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,48.963463866202574,-88.01075408958711,50.41041618177384,47.516146719253726,-85.81356922487811,-90.20793895429613,136,0,"(48.963463866202574, -88.01075408958711)",0.0,136_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,49.04736444032287,-92.408809073701,50.49429569164233,47.600068515064464,-90.20793351015692,-94.60968463724508,137,0,"(49.04736444032287, -92.408809073701)",30053.0,137_0_no,6.0,0.000199647289788,0.000199647289788,1.0,119.0,10.0,0.0039596712474628155,0.00033274548298006855,252.54621848739495,3005.3
NO,49.13151229705469,-96.81427353411688,50.57842243255208,47.68423764865374,-94.60967913315504,-99.01886793507872,138,0,"(49.13151229705469, -96.81427353411688)",160657.0,138_0_no,16.0,9.959105423355348e-05,9.959105423355348e-05,1.0,1562.0,34.0,0.009722576669550658,0.00021163099024630111,102.85339308578745,4725.205882352941
NO,49.21590900508422,-101.22720407380488,50.66279797307151,47.76865568885468,-99.0188623700998,-103.43554577750996,139,0,"(49.21590900508422, -101.22720407380488)",112540.0,139_0_no,10.0,8.885729518393461e-05,8.885729518393461e-05,1.0,262.0,14.0,0.0023280611338190866,0.00012440021325750843,429.5419847328244,8038.571428571428
NO,49.30055615061779,-105.64765795447283,50.74742389928905,47.853324222020994,-103.435540150685,-107.85977575826064,140,0,"(49.30055615061779, -105.64765795447283)",25041.0,140_0_no,3.0,0.0001198035222235,0.0001198035222235,1.0,373.0,9.0,0.014895571263128468,0.0003594105666706601,67.13404825737265,2782.3333333333335
NO,49.38545533766125,-110.0756931072178,50.832301815092464,47.93824485230639,-107.8597700686129,-112.2916161458227,141,0,"(49.38545533766125, -110.0756931072178)",31197.0,141_0_no,3.0,9.616309260505818e-05,9.616309260505818e-05,1.0,89.0,2.0,0.0028528384139500595,6.410872840337211e-05,350.5280898876405,15598.5
NO,49.47060818830517,-114.5113681433994,50.917433342454046,48.02341920194977,-112.29161039235528,-116.73112589444357,142,0,"(49.47060818830517, -114.51136814339941)",137696.0,142_0_no,8.0,5.809900069718801e-05,5.809900069718801e-05,1.0,1859.0,31.0,0.013500755287009064,0.00022513362770160353,74.06993006993007,4441.806451612903
NO,49.55601634301589,-118.9547423657406,51.00282012172173,48.10884891156627,-116.73112007613896,-121.17836465534224,143,0,"(49.556016343015884, -118.9547423657406)",61740.0,143_0_no,5.0,8.098477486232588e-05,8.098477486232588e-05,1.0,318.0,8.0,0.005150631681243926,0.0001295756397797214,194.1509433962264,7717.5
NO,49.64168146093269,-123.40587577966168,51.08846381191624,48.194535640444464,-121.17835877116192,-125.63339278816146,144,0,"(49.64168146093269, -123.40587577966168)",385646.0,144_0_no,13.0,3.37096715640769e-05,3.37096715640769e-05,1.0,2988.0,79.0,0.007748038356420137,0.00020485108104323656,129.0649263721553,4881.594936708861
YES,24.526597878219267,-80.44957453833148,25.97937984678057,23.073536203900183,-78.86147801363995,-82.037671063023,4,0,"(24.526597878219267, -80.44957453833148)",2642461.0,4_0_yes,53.0,2.0057060444789915e-05,2.0057060444789915e-05,1.0,27006.0,519.0,0.010220018384377291,0.0001964078183178484,97.84718210767977,5091.4470134874755
YES,24.69449572519565,-96.34111058669556,26.147244591947988,23.241465743512585,-94.750893875769,-97.9313272976221,9,0,"(24.694495725195658, -96.34111058669555)",0.0,9_0_yes,5.0,0.0,0.0,1.0,735.0,33.0,0.0,0.0,0.0,0.0
YES,24.72823100718809,-99.52197200818674,26.180973203769888,23.275207413712675,-97.93132696594265,-101.11261705043084,10,0,"(24.728231007188086, -99.52197200818674)",0.0,10_0_yes,6.0,0.0,0.0,1.0,1445.0,36.0,0.0,0.0,0.0,0.0
YES,27.368017508622312,-79.34300329433113,28.820218758904595,25.91551405367744,-77.71634115395365,-80.9696654347086,23,0,"(27.368017508622312, -79.34300329433113)",3285312.0,23_0_yes,115.0,3.500428574211521e-05,3.500428574211521e-05,1.0,47772.0,1014.0,0.014541084682368068,0.0003086464847174332,68.77066063803065,3239.9526627218934
YES,27.405976626286986,-82.59688227689306,28.85816983575183,25.95348093147632,-80.9696649850478,-84.22409956873831,24,0,"(27.405976626286986, -82.59688227689306)",6785278.0,24_0_yes,243.0,3.581282889219867e-05,3.581282889219867e-05,1.0,79168.0,1983.0,0.01166761332402298,0.0002922503691079422,85.70733124494745,3421.723651033787
YES,27.55842816652784,-95.62356117748786,29.010589011039148,26.10596371480598,-93.99410326285094,-97.25301909212476,28,0,"(27.558428166527836, -95.62356117748786)",117104.0,28_0_yes,8.0,6.831534362617844e-05,6.831534362617844e-05,1.0,1533.0,33.0,0.013090927722366443,0.0002818007924579861,76.38878016960209,3548.6060606060605
YES,27.596695526028025,-98.88304175274006,29.04884822862867,26.144238935978105,-97.2530186327566,-100.5130648727235,29,0,"(27.596695526028025, -98.88304175274006)",1295517.0,29_0_yes,47.0,3.627895272698081e-05,3.627895272698081e-05,1.0,8370.0,202.0,0.006460741155847434,0.00015592230746489625,154.78100358422938,6413.450495049505
YES,27.63502495998049,-102.1436547749258,29.08716950030062,26.18257625206757,-100.51306441138114,-103.77424513847043,30,0,"(27.63502495998049, -102.14365477492579)",0.0,30_0_yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,30.247591631726618,-81.40388542853829,31.699163746743903,28.79569757752042,-79.73188834883268,-83.0758825082439,42,0,"(30.247591631726618, -81.40388542853829)",3594906.0,42_0_yes,115.0,3.1989709883930205e-05,3.1989709883930205e-05,1.0,34028.0,680.0,0.009465616068959801,0.00018915654540063078,105.64552721288351,5286.626470588235
YES,30.29033030358821,-84.74860296667612,31.74189280455778,28.838445594804018,-83.0758818889022,-86.42132404445003,43,0,"(30.290330303588206, -84.74860296667612)",1465425.0,43_0_yes,75.0,5.117969189825477e-05,5.117969189825477e-05,1.0,8080.0,251.0,0.005513758807171981,0.0001712813688861593,181.3644801980198,5838.346613545817
YES,30.333141926546148,-88.09477129599742,31.78469478944229,28.881266587477185,-86.42132342217955,-89.76821916981528,44,0,"(30.333141926546148, -88.09477129599742)",2071203.0,44_0_yes,93.0,4.490144133626689e-05,4.490144133626689e-05,1.0,19202.0,472.0,0.009270940607946204,0.00022788688506148358,107.86392042495574,4388.141949152542
YES,30.376026687776367,-91.44239602648842,31.82756988851385,28.924160742778515,-89.76821854459753,-93.11657350837932,45,0,"(30.376026687776367, -91.44239602648842)",3512342.0,45_0_yes,120.0,3.4165237895398566e-05,3.4165237895398566e-05,1.0,22897.0,499.0,0.0065190121007578416,0.00014207044758169905,153.3974756518321,7038.761523046092
YES,30.418984775260444,-94.79148279633546,31.87051828969437,28.96712824875241,-93.11657288019566,-96.46639271247524,46,0,"(30.418984775260444, -94.79148279633546)",8274770.0,46_0_yes,221.0,2.670769096905413e-05,2.670769096905413e-05,1.0,62974.0,1514.0,0.007610362584095993,0.0001829658105300812,131.3997840378569,5465.501981505945
YES,30.4620163777908,-98.14203727211256,31.91354018171647,29.01016929425425,-96.46639208130692,-99.81768246291816,47,0,"(30.462016377790796, -98.14203727211255)",5631757.0,47_0_yes,177.0,3.142891285969902e-05,3.142891285969902e-05,1.0,39603.0,1013.0,0.007032086078998081,0.0001798728176659611,142.20531272883366,5559.483711747285
YES,30.50512168497588,-101.49406514897063,31.95663575412864,29.053284068955666,-99.81768182874622,-103.17044846919508,48,0,"(30.505121684975876, -101.49406514897065)",250325.0,48_0_yes,16.0,6.391690801957456e-05,6.391690801957456e-05,1.0,3527.0,60.0,0.014089683411564965,0.0002396884050734046,70.9739155089311,4172.083333333333
YES,30.548300887245407,-104.84757215082848,31.99980519730049,29.096472763349684,-103.1704478320004,-106.52469646965652,49,0,"(30.548300887245407, -104.84757215082847)",40869.0,49_0_yes,18.0,0.0004404316229905,0.0004404316229905,1.0,5231.0,131.0,0.12799432332574812,0.003205363478431085,7.812846492066527,311.9770992366412
YES,30.591554175855684,-108.20256403056491,32.04304870242806,29.13973556875605,-106.5246958294199,-109.88043223170992,50,0,"(30.591554175855684, -108.20256403056491)",20427.0,50_0_yes,5.0,0.0002447740735301,0.0002447740735301,1.0,1705.0,21.0,0.08346795907377491,0.0010280511088265531,11.980645161290322,972.7142857142857
YES,30.63488174289491,-111.5590465702132,32.08636646153921,29.183072677326614,-109.88043158841192,-113.23766155201449,51,0,"(30.63488174289491, -111.5590465702132)",124737.0,51_0_yes,3.0,2.405060246759181e-05,2.405060246759181e-05,1.0,673.0,16.0,0.005395351820229763,0.00012826987982715634,185.3447251114413,7796.0625
YES,33.03662282322222,-76.5809738064602,34.487552580497706,31.58535513984199,-74.85833075410693,-78.30361685881346,59,0,"(33.03662282322222, -76.5809738064602)",0.0,59_0_yes,11.0,0.0,0.0,1.0,3001.0,74.0,0.0,0.0,0.0,0.0
YES,33.08426070028667,-80.02718664213621,34.535179239468704,31.63300398958582,-78.30361601680833,-81.7507572674641,60,0,"(33.08426070028667, -80.02718664213621)",3126393.0,60_0_yes,123.0,3.934246270382514e-05,3.934246270382514e-05,1.0,23270.0,564.0,0.007443082171691147,0.0001803995850809543,134.35294370434036,5543.25
YES,33.13198484658453,-83.47525849778285,34.582892139683835,31.680739137053145,-81.7507564210322,-85.1997605745335,61,0,"(33.13198484658453, -83.47525849778285)",8188426.0,61_0_yes,261.0,3.187425764121212e-05,3.187425764121212e-05,1.0,75816.0,1813.0,0.009258922288605894,0.00022141007319355393,108.00393056874539,4516.506343077772
YES,33.17979551075873,-86.92519715196843,34.63069152971704,31.728560830960383,-85.19975972364324,-88.65063458029363,62,0,"(33.17979551075873, -86.92519715196843)",2987741.0,62_0_yes,174.0,5.823797979811503e-05,5.823797979811503e-05,1.0,22820.0,567.0,0.007637877580419454,0.0001897754858938576,130.92642418930762,5269.384479717813
YES,33.22769294267858,-90.37701042683102,34.678577659368536,31.776469321250502,-88.6506337249131,-92.10338712874892,63,0,"(33.22769294267858, -90.37701042683102)",1415808.0,63_0_yes,78.0,5.50922158936805e-05,5.50922158936805e-05,1.0,8189.0,230.0,0.005783976358376277,0.00016245140584033994,172.89143973623152,6155.686956521739
YES,33.2756773934487,-93.83070618840556,34.726550779673644,31.824464859102,-92.10338626884597,-95.55802610796518,64,0,"(33.2756773934487, -93.83070618840557)",1580813.0,64_0_yes,99.0,6.262600320214977e-05,6.262600320214977e-05,1.0,17651.0,397.0,0.011165773560819655,0.00025113659869952995,89.55940173361283,3981.896725440806
YES,33.32374911541803,-97.28629234695426,34.774611142911866,31.872547696937865,-95.55802524350727,-99.01455945040124,65,0,"(33.32374911541803, -97.28629234695426)",8443901.0,65_0_yes,248.0,2.9370311186737032e-05,2.9370311186737032e-05,1.0,72838.0,1662.0,0.008626107767014323,0.00019682845642079414,115.92713967983745,5080.566185318893
YES,33.37190836218891,-100.74377685729998,34.82275900261593,31.920718088434693,-99.01455858135562,-102.47299513324434,66,0,"(33.37190836218891, -100.74377685729998)",720347.0,66_0_yes,42.0,5.830523344999008e-05,5.830523344999008e-05,1.0,8756.0,160.0,0.012155252954478883,0.00022211517504758124,82.26895842850617,4502.16875
YES,33.420155388626284,-104.20316771916308,34.87099461358098,31.968976288531834,-102.47299425957787,-105.9333411787483,67,0,"(33.420155388626284, -104.20316771916309)",329901.0,67_0_yes,11.0,3.3343336334233605e-05,3.3343336334233605e-05,1.0,1618.0,41.0,0.004904501653526361,0.00012427970815487072,203.89431396786156,8046.365853658536
YES,33.46849045086693,-107.6644729775014,34.919318231873866,32.0173225534407,-105.9333403004276,-109.39560565457518,68,0,"(33.46849045086693, -107.66447297750139)",269352.0,68_0_yes,9.0,3.3413525795241913e-05,3.3413525795241913e-05,1.0,1432.0,39.0,0.005316463215420714,0.00014479194511271497,188.0949720670391,6906.461538461538
YES,33.51691380632884,-111.1277007228534,34.967730114842475,32.06575714065412,-109.39560477156654,-112.85979667414028,69,0,"(33.51691380632884, -111.1277007228534)",5876646.0,69_0_yes,111.0,1.888832507522148e-05,1.888832507522148e-05,1.0,51968.0,976.0,0.008843139437019008,0.0001660811285893348,113.08201200738917,6021.1536885245905
YES,33.56542571372064,-114.592859091685,35.016230521125166,32.11428030895573,-112.85979578640963,-116.32592239696037,70,0,"(33.565425713720636, -114.592859091685)",762656.0,70_0_yes,17.0,2.2290521545755885e-05,2.2290521545755885e-05,1.0,3345.0,75.0,0.004385987915914908,9.834053623127596e-05,227.99880418535128,10168.746666666666
YES,33.61402643305112,-118.05995626673938,35.06481971066031,32.16289231842954,-116.32592150447336,-119.7939910290054,71,0,"(33.61402643305112, -118.05995626673938)",21653620.0,71_0_yes,411.0,1.8980660046680416e-05,1.8980660046680416e-05,1.0,129083.0,2884.0,0.00596126652264148,0.00013318789190906648,167.74958747472556,7508.190013869626
YES,33.66271622563892,-121.52900047739053,35.113497944695894,32.21159343046956,-119.79399013172734,-123.26401082305368,72,0,"(33.66271622563892, -121.52900047739051)",59373.0,72_0_yes,8.0,0.0001347413807622,0.0001347413807622,1.0,1668.0,34.0,0.028093577888939417,0.0005726508682397722,35.59532374100719,1746.264705882353
YES,35.8623056133397,-74.87773447891811,37.31255775959885,34.41170263471697,-73.09611018658516,-76.65935877125106,76,0,"(35.8623056133397, -74.87773447891811)",678987.0,76_0_yes,50.0,7.363911238359497e-05,7.363911238359497e-05,1.0,13577.0,342.0,0.01999596457664138,0.0005036915287037896,50.01009059438757,1985.342105263158
YES,35.915229402606975,-78.4421670757246,37.36546864178376,34.46463912175633,-76.65935762084983,-80.22497653059936,77,0,"(35.915229402606975, -78.4421670757246)",5687136.0,77_0_yes,254.0,4.4662199040079225e-05,4.4662199040079225e-05,1.0,54675.0,1395.0,0.00961380209652099,0.0002452904238618524,104.01711934156378,4076.8
YES,35.968255668073894,-82.00897539795635,37.418481968031294,34.51767811793604,-80.22497537341805,-83.79297542249465,78,0,"(35.968255668073894, -82.00897539795635)",6627119.0,78_0_yes,277.0,4.17979517192916e-05,4.17979517192916e-05,1.0,52367.0,1476.0,0.00790192540680196,0.00022272121565947435,126.55143506406706,4489.918021680217
YES,36.02138474419436,-85.5781702937485,37.4715980727168,34.570819957795074,-83.79297425847824,-87.36336632901876,79,0,"(36.02138474419436, -85.5781702937485)",4996186.0,79_0_yes,208.0,4.163175670401382e-05,4.163175670401382e-05,1.0,44878.0,1070.0,0.008982451814243906,0.00021416336381391727,111.32817861758545,4669.332710280374
YES,36.07461696731684,-89.1497626794176,37.52481729210988,34.624064977767134,-87.36336515811165,-90.93616020072356,80,0,"(36.07461696731684, -89.1497626794176)",2801922.0,80_0_yes,142.0,5.067949785896967e-05,5.067949785896967e-05,1.0,20921.0,554.0,0.007466660385264115,0.00019772142122443095,133.9286840973185,5057.620938628159
YES,36.12795267570002,-92.72376354004209,37.57813996439023,34.677413516196374,-90.93615902286956,-94.5113680572146,81,0,"(36.12795267570002, -92.72376354004209)",2355690.0,81_0_yes,113.0,4.796896026217372e-05,4.796896026217372e-05,1.0,16874.0,549.0,0.007163081729769197,0.00023305273614100327,139.6047173165817,4290.87431693989
YES,36.181392209528646,-96.30018393004892,37.63156642966341,34.73086591335321,-94.51136687235692,-98.08900098774092,82,0,"(36.181392209528646, -96.30018393004893)",3197645.0,82_0_yes,147.0,4.597133202716374e-05,4.597133202716374e-05,1.0,30166.0,635.0,0.00943381770021375,0.00019858364515135357,106.0016243452894,5035.6614173228345
YES,36.23493591092959,-99.87903497380684,37.685097029976944,34.78442251145047,-98.0889997958222,-101.66907015179152,83,0,"(36.234935910929586, -99.87903497380685)",277365.0,83_0_yes,28.0,0.0001009500117174,0.0001009500117174,1.0,1471.0,50.0,0.00530348097272547,0.00018026787806680727,188.55540448674373,5547.3
YES,36.28858412398804,-103.46032786622598,37.73873210933648,34.838083654659464,-101.66906895275372,-105.25158677969824,84,0,"(36.28858412398804, -103.46032786622598)",104724.0,84_0_yes,21.0,0.0002005270998052,0.0002005270998052,1.0,1992.0,73.0,0.019021427752950612,0.0006970703945609411,52.5722891566265,1434.5753424657535
YES,36.34233719476392,-107.0440738733641,37.79247201372221,34.89184968912647,-105.25158557348276,-108.83656217324544,85,0,"(36.342337194763914, -107.0440738733641)",1295118.0,85_0_yes,35.0,2.7024564557051943e-05,2.7024564557051943e-05,1.0,10012.0,234.0,0.007730569724148688,0.00018067851732429013,129.35657211346384,5534.692307692308
YES,36.3961954713084,-110.63028433303955,37.84631709110538,34.945720962989256,-108.836560959793,-112.42400770628612,86,0,"(36.396195471308395, -110.63028433303957)",217660.0,86_0_yes,5.0,2.297160709363227e-05,2.297160709363227e-05,1.0,626.0,14.0,0.00287604520812276,6.432049986217035e-05,347.6996805111821,15547.142857142857
YES,36.45015930368069,-114.21897065545107,37.90026769146513,34.99969782639386,-112.42400648553686,-116.01393482536528,87,0,"(36.45015930368069, -114.21897065545107)",2561962.0,87_0_yes,43.0,1.678401162858778e-05,1.678401162858778e-05,1.0,19122.0,328.0,0.007463810938647802,0.00012802687939946026,133.97981382700556,7810.859756097561
YES,36.50422904396496,-117.81014432380418,37.95432416680535,35.05378063151148,-116.01393359725864,-119.60635505034972,88,0,"(36.50422904396496, -117.81014432380418)",892957.0,88_0_yes,30.0,3.359624259622804e-05,3.359624259622804e-05,1.0,5134.0,126.0,0.0057494369829678245,0.00014110421890415776,173.93007401636152,7086.960317460317
YES,36.55840504628743,-121.40381689494484,38.008486871171776,35.1079697325556,-119.6063538148245,-123.20127997506518,89,0,"(36.55840504628743, -121.40381689494484)",8070266.0,89_0_yes,184.0,2.279974414721894e-05,2.279974414721894e-05,1.0,48704.0,1133.0,0.006034993146446474,0.0001403919028195601,165.70027102496715,7122.917917034422
YES,38.681035264901205,-72.91835557246894,40.130591118821975,37.23111912317736,-71.06908308685861,-74.76762805807927,92,0,"(38.681035264901205, -72.91835557246894)",155833.0,92_0_yes,26.0,0.0001668452766743,0.0001668452766743,1.0,7164.0,152.0,0.04597229084982,0.0009754031559425796,21.75223338916806,1025.217105263158
YES,38.739616983296926,-76.61840769505096,40.1891581985316,37.28971532064077,-74.767626480718,-78.46918890938393,93,0,"(38.739616983296926, -76.61840769505096)",13581872.0,93_0_yes,562.0,4.1378684764515526e-05,4.1378684764515526e-05,1.0,135576.0,2878.0,0.009982129120345119,0.0002119000974239781,100.17902873664956,4719.205003474635
YES,38.79832088221179,-80.32148483191403,40.24784742240344,37.34843373616584,-78.4691873215318,-82.17378234229626,94,0,"(38.79832088221179, -80.32148483191403)",2242616.0,94_0_yes,175.0,7.803386759034984e-05,7.803386759034984e-05,1.0,20369.0,579.0,0.009082696279701919,0.00025818062477035746,110.09946487309146,3873.257340241796
YES,38.85714741597283,-84.0276021712023,40.30665924467634,37.40727482417672,-82.17378074385617,-85.88142359854844,95,0,"(38.85714741597283, -84.0276021712023)",7158771.0,95_0_yes,360.0,5.028796143919117e-05,5.028796143919117e-05,1.0,77772.0,1533.0,0.0108638759362466,0.00021414290246188906,92.04817929331894,4669.778864970645
YES,38.91609704186586,-87.73677500875284,40.36559412254768,37.46623904205656,-85.8814219894221,-89.5921280280836,96,0,"(38.91609704186586, -87.73677500875284)",2935878.0,96_0_yes,195.0,6.641965367770732e-05,6.641965367770732e-05,1.0,35987.0,764.0,0.012257661932818735,0.0002602287969731712,81.58162669853003,3842.7722513089006
YES,38.97517022016336,-91.44901874913818,40.42465251620137,37.52532685017546,-89.59212640817151,-93.30591109010484,97,0,"(38.975170220163356, -91.44901874913818)",3853037.0,97_0_yes,203.0,5.268571259502569e-05,5.268571259502569e-05,1.0,39058.0,714.0,0.010136938731706962,0.00018530836843767658,98.64911157765374,5396.410364145659
YES,39.03436741415279,-95.16434890672176,40.483834888836085,37.584538711918775,-93.30590945930632,-97.0227883541372,98,0,"(39.03436741415279, -95.16434890672176)",3107266.0,98_0_yes,180.0,5.792873864033527e-05,5.792873864033527e-05,1.0,25061.0,650.0,0.008065289550363567,0.00020918711175676625,123.98810901400583,4780.409230769231
YES,39.09368909016536,-98.8827811067266,40.54314170669402,37.6438750937158,-97.02278671235032,-100.74277550110288,99,0,"(39.09368909016536, -98.8827811067266)",365285.0,99_0_yes,53.0,0.0001450921882913,0.0001450921882913,1.0,7895.0,183.0,0.021613260878492135,0.000500978687873852,46.26789107029766,1996.0928961748634
YES,39.153135717604975,-102.60433108631725,40.602573439089895,37.70333646506885,-100.74277384822447,-104.46588832441,100,0,"(39.153135717604975, -102.60433108631725)",147788.0,100_0_yes,24.0,0.0001623947817143,0.0001623947817143,1.0,845.0,39.0,0.005717649606192654,0.0002638915202858148,174.89704142011834,3789.4358974358975
YES,39.21270776897765,-106.3290146956953,40.662130558440346,37.76292329858257,-104.46588666033568,-108.19214273105494,101,0,"(39.21270776897765, -106.3290146956953)",4381972.0,101_0_yes,131.0,2.989521612643805e-05,2.989521612643805e-05,1.0,42580.0,833.0,0.009717086279875818,0.00019009706132307554,102.91150775011742,5260.470588235294
YES,39.27240571992124,-110.05684789920876,40.72181354029362,37.82263606999374,-108.19214105567896,-111.92155474273852,102,0,"(39.27240571992124, -110.05684789920875)",416011.0,102_0_yes,43.0,0.0001033626514683,0.0001033626514683,1.0,15586.0,321.0,0.03746535548338866,0.0007716142121241986,26.69132554856923,1295.9844236760125
YES,39.33223004923554,-113.78784677647516,40.78162286335978,37.88247525820136,-111.92155305595392,-115.6541404969964,103,0,"(39.33223004923554, -113.78784677647516)",34978.0,103_0_yes,11.0,0.0003144833895591,0.0003144833895591,1.0,2764.0,46.0,0.07902109897649952,0.0013151123563382697,12.654848046309697,760.3913043478261
YES,39.39218123891286,-117.5220275235192,40.84155900954108,37.94244134529712,-115.65413879869482,-119.38991624834358,104,0,"(39.39218123891286, -117.5220275235192)",84604.0,104_0_yes,3.0,3.545931634438088e-05,3.545931634438088e-05,1.0,215.0,3.0,0.0025412510046806296,3.545931634438088e-05,393.50697674418603,28201.333333333332
YES,39.45225977416885,-121.25940645392448,40.90162246396304,38.00253481659638,-119.38991453841535,-123.1288983694336,105,0,"(39.452259774168844, -121.25940645392447)",4469215.0,105_0_yes,118.0,2.6402847032420683e-05,2.6402847032420683e-05,1.0,36343.0,800.0,0.008131853133044617,0.00017900235276217412,122.97319979088132,5586.51875
YES,39.51246614347373,-125.0,40.9618137150055,38.06275616066936,-123.12889664776768,-126.87110335223232,106,0,"(39.51246614347373, -125.0)",144410.0,106_0_yes,5.0,3.4623641022089885e-05,3.4623641022089885e-05,1.0,625.0,36.0,0.004327955127761235,0.00024929021535904716,231.056,4011.3888888888887
YES,41.49169418167553,-70.66240708086987,42.94054221169047,40.042479920773,-68.73552564778892,-72.58928851395082,108,0,"(41.49169418167553, -70.66240708086987)",8069646.0,108_0_yes,373.0,4.622259762076304e-05,4.622259762076304e-05,1.0,73784.0,1828.0,0.009143399846783862,0.0002265279046937127,109.368508077632,4414.467177242888
